kind	name	count	total	min	max	mean
metric	plan_us	44	11057889	21890	397150	251315.659
metric	writer_us	44	11138184	80397	375005	253140.545
metric	total_us	44	22196073	229895	697799	504456.205
metric	columns	44	281600	6400	6400	6400.000
metric	candidate_cells	44	2156	49	49	49.000
metric	candidates	44	9468	0	1402	215.182
metric	r5_runs	44	1078759	6400	25779	24517.250
metric	vm_get_emerged_area_us	44	85	1	5	1.932
metric	vm_get_data_us	44	179258	3881	4200	4074.045
metric	vm_get_param2_data_us	44	178521	3795	4209	4057.295
metric	vm_get_light_data_us	44	357007	7631	8718	8113.795
metric	vm_set_data_us	44	316691	6934	7568	7197.523
metric	vm_set_param2_data_us	44	212109	0	7257	4820.659
metric	vm_set_lighting_us	44	6144	39	239	139.636
metric	vm_calc_lighting_us	44	219669	857	11520	4992.477
metric	vm_set_light_data_us	44	309350	6760	8107	7030.682
metric	vm_update_liquids_us	44	43179	913	1501	981.341
writer_result	applied_clq	14	-	-	-	-
writer_result	applied_cplq	30	-	-	-	-
callbacks	all	44	-	-	-	-
