kind	name	count	total	min	max	mean
metric	plan_us	92	22517418	63190	739817	244754.543
metric	writer_us	92	17128416	44605	439364	186178.435
metric	total_us	92	39645834	110072	1104132	430932.978
metric	columns	92	588800	6400	6400	6400.000
metric	candidate_cells	92	4508	49	49	49.000
metric	candidates	92	104416	0	3586	1134.957
metric	r5_runs	92	1387423	6400	25661	15080.685
metric	vm_get_emerged_area_us	92	182	1	6	1.978
metric	vm_get_data_us	92	387437	4059	4637	4211.272
metric	vm_get_param2_data_us	92	387642	4056	4634	4213.500
metric	vm_get_light_data_us	92	476811	0	9520	5182.728
metric	vm_set_data_us	92	415371	0	7598	4514.902
metric	vm_set_param2_data_us	92	297796	0	7394	3236.913
metric	vm_set_lighting_us	92	6123	0	444	66.554
metric	vm_calc_lighting_us	92	331808	0	12861	3606.609
metric	vm_set_light_data_us	92	398881	0	7415	4335.663
metric	vm_update_liquids_us	92	55343	0	1355	601.554
writer_result	applied_clq	13	-	-	-	-
writer_result	applied_c	1	-	-	-	-
writer_result	applied_cl	1	-	-	-	-
writer_result	noop_equal_content	35	-	-	-	-
writer_result	applied_cplq	42	-	-	-	-
callbacks	all	92	-	-	-	-
