10050140447867716291	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1570,1592	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
10442796276935277337	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1569,1585	nearest_join_distance=8	join_at=1130:-2233	class=face_appendix_select
10442796276935277337	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1568,1586	nearest_join_distance=9	join_at=1130:-2233	class=face_appendix_select
10442796276935277337	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1567,1587	nearest_join_distance=10	join_at=1130:-2233	class=face_appendix_select
10593673171522142539	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1588	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
10812063812443559586	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1572,1594	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
1122313149829793658	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1567,1589	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
11302757704130040802	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1569,1591	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
11302757704130040802	zone_face:elandor_silverleaf_glades	repeat=1225:-2928	occurrences=2300,2302	nearest_join_distance=1	join_at=1224:-2928	class=face_appendix_select
11823137192736139127	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1569,1589	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
11823137192736139127	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1568,1590	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
11915375316930455185	zone_face:kragmar_mournfen	repeat=-1148:2239	occurrences=1269,1271	nearest_join_distance=1	join_at=-1147:2240	class=face_appendix_select
12491657079668655362	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1588	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
12703287191159130335	zone_face:kragmar_stillgrave_hollow	repeat=-1160:2234	occurrences=1579,1582	nearest_join_distance=2	join_at=-1159:2233	class=face_appendix_select
12750799011628276768	zone_face:kragmar_redtusk_savanna	repeat=806:2240	occurrences=1489,1491	nearest_join_distance=1	join_at=807:2241	class=face_appendix_select
13546600036391142664	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1584	nearest_join_distance=8	join_at=1130:-2233	class=face_appendix_select
13546600036391142664	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1567,1585	nearest_join_distance=9	join_at=1130:-2233	class=face_appendix_select
13546600036391142664	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1566,1586	nearest_join_distance=10	join_at=1130:-2233	class=face_appendix_select
13698688512226940549	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1570,1592	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
14241604232686890962	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1567,1589	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
14492179264685311323	zone_face:elandor_dawnmere_fields	repeat=-846:-2237	occurrences=1590,1594	nearest_join_distance=2	join_at=-848:-2237	class=face_appendix_select
14492179264685311323	zone_face:kragmar_stillgrave_hollow	repeat=-1192:2229	occurrences=1552,1556	nearest_join_distance=2	join_at=-1190:2229	class=face_appendix_select
14853442583180572872	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1569,1589	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
14853442583180572872	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1568,1590	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
15005883080755756979	zone_face:kragmar_mournfen	repeat=-1148:2239	occurrences=1255,1257	nearest_join_distance=1	join_at=-1147:2240	class=face_appendix_select
16003112361264983997	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1572,1588	nearest_join_distance=8	join_at=1130:-2233	class=face_appendix_select
