1026383728877078735	inherit	2240	886	kragmar_redtusk_savanna	kragmar_sunscar_flats
10513448220483226680	inherit	2238	-1160	kragmar_mournfen	kragmar_stillgrave_hollow
10958005904297776829	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
11282321817065185370	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
11777223807546403608	inherit	2244	889	kragmar_redtusk_savanna	kragmar_sunscar_flats
1290646225298478909	inherit	2243	870	kragmar_redtusk_savanna	kragmar_sunscar_flats
14261211502916621819	inherit	2244	889	kragmar_redtusk_savanna	kragmar_sunscar_flats
14623431141336117636	inherit	2244	889	kragmar_redtusk_savanna	kragmar_sunscar_flats
14747613664615103045	inherit	2244	889	kragmar_redtusk_savanna	kragmar_sunscar_flats
15078266915309324821	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
17032163758848233172	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
3154724751952718171	inherit	2238	-1160	kragmar_mournfen	kragmar_stillgrave_hollow
3225378799042139986	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
4277741136230740952	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
4793717630511369221	inherit	2244	889	kragmar_redtusk_savanna	kragmar_sunscar_flats
5016738202958665311	inherit	2238	-1160	kragmar_mournfen	kragmar_stillgrave_hollow
6215642468429143651	inherit	2242	896	kragmar_redtusk_savanna	kragmar_sunscar_flats
7650952281594364169	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
779351680928917092	inherit	2232	-1204	kragmar_mournfen	kragmar_stillgrave_hollow
7793992150967596721	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
7820533316652224143	inherit	2238	-1160	kragmar_mournfen	kragmar_stillgrave_hollow
8003871659703994060	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
8396954405541425850	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
9821343000013138242	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
9934384926804688676	inherit	2238	884	kragmar_redtusk_savanna	kragmar_sunscar_flats
