schema	grug_round10_integrated_final_micro_v3
schema	grug_wp40_tree_slice_micro_kat_v1
asset_sha256	3d91afa7dd3fbf6d15c295716af5409d3d77b0dff1464d623ef91433fdfd508f
pine_rotation	1
pine_source_slices	1100001110111111
pine_destination_y	5,6,7,8,9,10,11,12,13,14,15
probability_calls_sha256	f200ee32e8e3c8e8940ff671b2987937647a80fda8a16d14585b9c90a0eb0f7e
evidence_reserved	400/8
synthetic_destination	5,6,7/node_gap_at_6_x18
live_result	applied_cl
digest	fdfb2f0db29461ae9ccc98d4bb0602034f9a176143fad00fdb502dd45f017ff5
schema	grug_wp40_gravewood_fixture_v1
small	7x7x7	wood=17	leaves=5	wood_prob=254	leaf_prob=96	sha256=d9ed79784879da9dd29a03a1221f87e0a292d933373061798ed27d9b4f272cd0
tall	7x9x7	wood=23	leaves=8	wood_prob=254	leaf_prob=96	sha256=ae5c035abc0e03317c1014d5373113a2d09ed7944865075fdfd45504febbc2f8
rotations	4	connected=pass	preflight=pass
growth	shared_assets=pass	template_route=pass	leaves_no_drop=pass
banner_faces	3072	opaque	front_back_match
schema	grug_wp40_gravewood_writer_v1
templates	2	class=1
rotations	8	mandatory_wood=pass
opening_surface	air_at_t=pass	air_t_minus_1_to_4=pass	dust_at_t_plus_1=absent	planned_fill_surface=intact	dust_only_slice=air	generic_land_grade=open	anchor_fill_21=open	natural_landmark=open	foundation=intact
writer	applied_cl	optional_leaves=18	nonoverwrite=pass
data_sha256	6ef1acf6257e90013ac46ab9a420e482248a75b1b45a51ec03864f86251e9b2e
param2_sha256	ce3433641a2d7028d94e89003f78b9d77e1797af3974bfed607d01ec6531ab52
light_sha256	ae36e70eaa3736aa1722937e32e1f0949262a76d4edff0b6273f91ede6e28aa6
trace_sha256	3684f7ba062807251f8a2e608914a1f3878154e9b0cab239fa2a9cdc947b3f26
intent_runs_sha256	46eb758992e8e0a8156fee5c4ba69a38c88fd32763057b48083dfcda49a57543
digest	848f015a89230086d5df40c5c77ac9f6ace817a5878f008b30e094eb601bf088
schema	grug_wp40_flight_nudge_v1
cases	high,low,canyon,unknown,water,attack,root,nonair,lifecycle,probe
result	pass
schema	grug_wp40_coupled_grade_oracle_v1
cases	294
nodes	1040
edges	867
digest	2013808385
scale	768	line,fan
coupled_grade_oracle	ok
schema	grug_wp40_resource_hash_primitives_v2
domains	12
framing	count7/binary/bounds
arithmetic	words/reduce/budget/byte_order/hex
resource_hash_primitives	ok
schema	grug_wp40_resource_sampling_fixture_v1
known	423,2149,26,10,1,1
prefix_sha256	a127dca374d593fa5ecf01362887734e1c84b3e9cb83cd3cb0caf2dd24709891
rejection	ok
exhaustion	4096
bounds	ok
writer_fields	7
smoke	skipped_compact
resource_sampling_fixture	ok
schema	grug_wp40_resource_rank_diff_v1
mode	compact
status	applied_c
cases	H0/H1/H4096/B0/normal/budget_conservation/claims/inactive/region_empty/reuse/no_r5
h4096	4096/1
b0	1/0/0
own_claim	4/0
short_frontier	3/1
exhausted	1/4/4
raw_calls	19
old_root_calls	0
shuffle_calls	6
census	4096/1/1
census_sha256	05ee0e3f9b746288dfba9922fce0f35c6050446f4f2ecfbd9407e6ec28bfe126
raw_framing_sha256	0caf694e2b7beee7be50cc71b1efbb87377cd4794c383b941a3e7351036f4bc0
vm_canonical_sha256	81d38a946e13f982d07147754b22e91e4bc094b6a456b6373d0a20a125bd269d
reused_vm_sha256	39b33ca3e308beb205277c7a66e800b33c2ce7cf6aac78a810362890c0cc969f
digest	4b18d70e78fc90c554ee9e4a1daf21fa5de894e0102fc830312225f662c9247d
schema	grug_wp40_quality_surface_v3
grug_badlands	3
grug_badlands_east	3
grug_beach	1
grug_blight	3
grug_bone_forest	3
grug_crags	2
grug_crags_snowy	3
grug_deep_forest	4
grug_deep_jungle	4
grug_elf_forest	4
grug_jungle_edge	4
grug_jungle_fringe	4
grug_meadows	4
grug_pine_hills	4
grug_savanna	4
grug_swamp	1
samples	1296
seed_differences	412
slope_changes	36
output_sha256	a2a65a88c32d3cbb58da5ce5ae687fa24779c5c68259b489ea671b447b5c9037
schema	grug_wp40_biome_cover_fixture_v1
checks	225024
variant_templates	14
variant_simple	66
thinned	347
candidates_sha256	9c96826b6bc08c07a28e934d79f902f46ab57b7786d9de5a13a5b12cf662b5be
grug_wp40_simple_map_height_v5
preferred	40
preferred	10
preferred	50
edge	28	52	40	40
edge	infeasible			
edge	-9	19	-5	15
schema	grug_wp40_quality_caves_v2
hillside	-154/23/-791
sinkhole	-702/100/-801
ordered_population	284
cache_evictions	313
actual	compact
schema	grug_wp40_planner_throughput_fixture_v1
mixed_eligible	0
dry_e
