kind	name	count	total	min	max	mean
metric	plan_us	92	18554559	30640	522257	201679.989
metric	writer_us	92	19147779	32645	448734	208128.033
metric	total_us	92	37702338	63944	945870	409808.022
metric	columns	92	588800	6400	6400	6400.000
metric	candidate_cells	92	4508	49	49	49.000
metric	candidates	92	92394	0	3627	1004.283
metric	r5_runs	92	1357332	6400	25797	14753.609
metric	vm_get_emerged_area_us	92	227	1	28	2.467
metric	vm_get_data_us	92	370314	3792	4403	4025.152
metric	vm_get_param2_data_us	92	369929	3788	4589	4020.967
metric	vm_get_light_data_us	92	572253	0	10085	6220.141
metric	vm_set_data_us	92	503467	0	7767	5472.467
metric	vm_set_param2_data_us	92	374810	0	7748	4074.022
metric	vm_set_lighting_us	92	10489	0	1841	114.011
metric	vm_calc_lighting_us	92	456632	0	14464	4963.391
metric	vm_set_light_data_us	92	491424	0	7598	5341.565
metric	vm_update_liquids_us	92	68938	0	1192	749.326
writer_result	applied_clq	17	-	-	-	-
writer_result	noop_equal_content	22	-	-	-	-
writer_result	applied_cplq	53	-	-	-	-
callbacks	all	92	-	-	-	-
