line	p	lane	x	z	terrain_y	water
west	-264	-3	-259	-264	97	false
west	-264	-2	-258	-264	97	false
west	-264	-1	-257	-264	97	false
west	-264	0	-256	-264	97	false
west	-264	1	-255	-264	97	false
west	-264	2	-254	-264	97	false
west	-264	3	-253	-264	97	false
west	-263	-3	-259	-263	97	false
west	-263	-2	-258	-263	97	false
west	-263	-1	-257	-263	97	false
west	-263	0	-256	-263	97	false
west	-263	1	-255	-263	97	false
west	-263	2	-254	-263	97	false
west	-263	3	-253	-263	97	false
west	-262	-3	-259	-262	97	false
west	-262	-2	-258	-262	97	false
west	-262	-1	-257	-262	97	false
west	-262	0	-256	-262	97	false
west	-262	1	-255	-262	97	false
west	-262	2	-254	-262	97	false
west	-262	3	-253	-262	97	false
west	-261	-3	-259	-261	97	false
west	-261	-2	-258	-261	97	false
west	-261	-1	-257	-261	97	false
west	-261	0	-256	-261	97	false
west	-261	1	-255	-261	97	false
west	-261	2	-254	-261	97	false
west	-261	3	-253	-261	97	false
west	-260	-3	-259	-260	97	false
west	-260	-2	-258	-260	97	false
west	-260	-1	-257	-260	97	false
west	-260	0	-256	-260	97	false
west	-260	1	-255	-260	97	false
west	-260	2	-254	-260	97	false
west	-260	3	-253	-260	97	false
west	-259	-3	-259	-259	97	false
west	-259	-2	-258	-259	97	false
west	-259	-1	-257	-259	97	false
west	-259	0	-256	-259	97	false
west	-259	1	-255	-259	97	false
west	-259	2	-254	-259	97	false
west	-259	3	-253	-259	97	false
west	-258	-3	-259	-258	97	false
west	-258	-2	-258	-258	97	false
west	-258	-1	-257	-258	97	false
west	-258	0	-256	-258	97	false
west	-258	1	-255	-258	97	false
west	-258	2	-254	-258	97	false
west	-258	3	-253	-258	97	false
west	-257	-3	-259	-257	97	false
west	-257	-2	-258	-257	97	false
west	-257	-1	-257	-257	97	false
west	-257	0	-256	-257	97	false
west	-257	1	-255	-257	97	false
west	-257	2	-254	-257	97	false
west	-257	3	-253	-257	97	false
west	-256	-3	-259	-256	97	false
west	-256	-2	-258	-256	97	false
west	-256	-1	-257	-256	97	false
west	-256	0	-256	-256	97	false
west	-256	1	-255	-256	97	false
west	-256	2	-254	-256	97	false
west	-256	3	-253	-256	97	false
west	-255	-3	-259	-255	97	false
west	-255	-2	-258	-255	97	false
west	-255	-1	-257	-255	97	false
west	-255	0	-256	-255	97	false
west	-255	1	-255	-255	97	false
west	-255	2	-254	-255	97	false
west	-255	3	-253	-255	97	false
west	-254	-3	-259	-254	97	false
west	-254	-2	-258	-254	97	false
west	-254	-1	-257	-254	97	false
west	-254	0	-256	-254	97	false
west	-254	1	-255	-254	97	false
west	-254	2	-254	-254	97	false
west	-254	3	-253	-254	97	false
west	-253	-3	-259	-253	97	false
west	-253	-2	-258	-253	97	false
west	-253	-1	-257	-253	97	false
west	-253	0	-256	-253	97	false
west	-253	1	-255	-253	97	false
west	-253	2	-254	-253	97	false
west	-253	3	-253	-253	97	false
west	-252	-3	-259	-252	101	false
west	-252	-2	-258	-252	101	false
west	-252	-1	-257	-252	101	false
west	-252	0	-256	-252	101	false
west	-252	1	-255	-252	97	false
west	-252	2	-254	-252	97	false
west	-252	3	-253	-252	97	false
west	-251	-3	-259	-251	101	false
west	-251	-2	-258	-251	101	false
west	-251	-1	-257	-251	101	false
west	-251	0	-256	-251	101	false
west	-251	1	-255	-251	101	false
west	-251	2	-254	-251	101	false
west	-251	3	-253	-251	101	false
west	-250	-3	-259	-250	101	false
west	-250	-2	-258	-250	101	false
