kind	name	count	total	min	max	mean
metric	plan_us	10	3583732	122985	507716	358373.200
metric	writer_us	10	25458509	241900	18005420	2545850.900
metric	total_us	10	29042241	364885	18431586	2904224.100
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	4164	0	1459	416.400
metric	r5_runs	10	211426	0	25600	21142.600
metric	vm_get_emerged_area_us	10	29	2	4	2.900
metric	vm_get_data_us	10	39919	3848	4751	3991.900
metric	vm_get_param2_data_us	10	38864	3844	4016	3886.400
metric	vm_get_light_data_us	10	72588	0	9262	7258.800
metric	vm_set_data_us	10	69893	6837	7422	6989.300
metric	vm_set_param2_data_us	10	13546	0	6793	1354.600
metric	vm_set_lighting_us	10	1721	0	293	172.100
metric	vm_calc_lighting_us	10	38193	0	6746	3819.300
metric	vm_set_light_data_us	10	61046	0	7062	6104.600
metric	vm_update_liquids_us	10	8439	0	1024	843.900
writer_result	applied_c	1	-	-	-	-
writer_result	applied_clq	7	-	-	-	-
writer_result	applied_cplq	2	-	-	-	-
callbacks	all	10	-	-	-	-
