kind	name	count	total	min	max	mean
metric	plan_us	44	10842221	120214	382615	246414.114
metric	writer_us	44	10706580	76809	342560	243331.364
metric	total_us	44	21548801	197023	619155	489745.477
metric	columns	44	281600	6400	6400	6400.000
metric	candidate_cells	44	2156	49	49	49.000
metric	candidates	44	9468	0	1402	215.182
metric	r5_runs	44	1078759	6400	25779	24517.250
metric	vm_get_emerged_area_us	44	83	1	3	1.886
metric	vm_get_data_us	44	179675	3800	4419	4083.523
metric	vm_get_param2_data_us	44	178079	3787	4332	4047.250
metric	vm_get_light_data_us	44	362203	7639	9225	8231.886
metric	vm_set_data_us	44	316790	6930	7443	7199.773
metric	vm_set_param2_data_us	44	212819	0	7375	4836.795
metric	vm_set_lighting_us	44	5742	42	166	130.500
metric	vm_calc_lighting_us	44	220983	883	11305	5022.341
metric	vm_set_light_data_us	44	315133	6755	11456	7162.114
metric	vm_update_liquids_us	44	43012	915	1934	977.545
writer_result	applied_clq	14	-	-	-	-
writer_result	applied_cplq	30	-	-	-	-
callbacks	all	44	-	-	-	-
