schema	grug_wp40_census_scan4_seed_set_v3
scan_schema	grug_wp40_census_scan_v6
seed_set	explicit
column	extremal	family	site	scalar	bound	value	seed
column	open	family	sites	scan	reason
column	excluded	family	site	reason
column	seed	decimal	terms	detail
column	term	name	seeds	derivation
extremal	edge	land_001	max_abs_scalar_q	maximum	196608	0
extremal	edge	land_001	max_abs_scalar_q	minimum	196608	0
extremal	edge	land_001	topology_ceiling_nodes	maximum	3	0
extremal	edge	land_001	topology_ceiling_nodes	minimum	3	0
extremal	edge	land_002	max_abs_scalar_q	maximum	2524861	18446744073709551615
extremal	edge	land_002	max_abs_scalar_q	minimum	456145	16178445837170081103
extremal	edge	land_002	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_002	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_003	max_abs_scalar_q	maximum	1670724	1959553668008863006
extremal	edge	land_003	max_abs_scalar_q	minimum	156115	0
extremal	edge	land_003	topology_ceiling_nodes	maximum	32	0
extremal	edge	land_003	topology_ceiling_nodes	minimum	32	0
extremal	edge	land_004	max_abs_scalar_q	maximum	196608	0
extremal	edge	land_004	max_abs_scalar_q	minimum	196608	0
extremal	edge	land_004	topology_ceiling_nodes	maximum	3	0
extremal	edge	land_004	topology_ceiling_nodes	minimum	3	0
extremal	edge	land_005	max_abs_scalar_q	maximum	1397176	16178445837170081103
extremal	edge	land_005	max_abs_scalar_q	minimum	310943	15219119262482319357
extremal	edge	land_005	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_005	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_006	max_abs_scalar_q	maximum	801782	18446744073709551615
extremal	edge	land_006	max_abs_scalar_q	minimum	366731	16178445837170081103
extremal	edge	land_006	topology_ceiling_nodes	maximum	32	0
extremal	edge	land_006	topology_ceiling_nodes	minimum	32	0
extremal	edge	land_007	max_abs_scalar_q	maximum	196608	0
extremal	edge	land_007	max_abs_scalar_q	minimum	196608	0
extremal	edge	land_007	topology_ceiling_nodes	maximum	3	0
extremal	edge	land_007	topology_ceiling_nodes	minimum	3	0
extremal	edge	land_008	max_abs_scalar_q	maximum	3213112	343674299183575008
extremal	edge	land_008	max_abs_scalar_q	minimum	479073	16178445837170081103
extremal	edge	land_008	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_008	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_009	max_abs_scalar_q	maximum	1442760	0
extremal	edge	land_009	max_abs_scalar_q	minimum	273893	2147483648
extremal	edge	land_009	topology_ceiling_nodes	maximum	32	0
extremal	edge	land_009	topology_ceiling_nodes	minimum	32	0
extremal	edge	land_010	max_abs_scalar_q	maximum	196608	0
extremal	edge	land_010	max_abs_scalar_q	minimum	196608	0
extremal	edge	land_010	topology_ceiling_nodes	maximum	3	0
extremal	edge	land_010	topology_ceiling_nodes	minimum	3	0
extremal	edge	land_011	max_abs_scalar_q	maximum	2915230	1959553668008863006
extremal	edge	land_011	max_abs_scalar_q	minimum	551388	18446744073709551615
extremal	edge	land_011	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_011	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_012	max_abs_scalar_q	maximum	1549287	0
extremal	edge	land_012	max_abs_scalar_q	minimum	533586	343674299183575008
extremal	edge	land_012	topology_ceiling_nodes	maximum	32	0
extremal	edge	land_012	topology_ceiling_nodes	minimum	32	0
extremal	edge	land_013	max_abs_scalar_q	maximum	196608	0
extremal	edge	land_013	max_abs_scalar_q	minimum	196608	0
extremal	edge	land_013	topology_ceiling_nodes	maximum	3	0
extremal	edge	land_013	topology_ceiling_nodes	minimum	3	0
extremal	edge	land_014	max_abs_scalar_q	maximum	2467910	18446744073709551615
extremal	edge	land_014	max_abs_scalar_q	minimum	761107	343674299183575008
extremal	edge	land_014	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_014	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_015	max_abs_scalar_q	maximum	1620274	1959553668008863006
extremal	edge	land_015	max_abs_scalar_q	minimum	411766	343674299183575008
extremal	edge	land_015	topology_ceiling_nodes	maximum	32	0
extremal	edge	land_015	topology_ceiling_nodes	minimum	32	0
extremal	edge	land_016	max_abs_scalar_q	maximum	196608	0
extremal	edge	land_016	max_abs_scalar_q	minimum	196608	0
extremal	edge	land_016	topology_ceiling_nodes	maximum	3	0
extremal	edge	land_016	topology_ceiling_nodes	minimum	3	0
extremal	edge	land_017	max_abs_scalar_q	maximum	3012160	16178445837170081103
extremal	edge	land_017	max_abs_scalar_q	minimum	800488	343674299183575008
extremal	edge	land_017	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_017	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_018	max_abs_scalar_q	maximum	1490016	15219119262482319357
extremal	edge	land_018	max_abs_scalar_q	minimum	477230	18446744073709551615
extremal	edge	land_018	topology_ceiling_nodes	maximum	32	0
extremal	edge	land_018	topology_ceiling_nodes	minimum	32	0
extremal	edge	land_019	max_abs_scalar_q	maximum	3121662	15219119262482319357
extremal	edge	land_019	max_abs_scalar_q	minimum	956565	1959553668008863006
extremal	edge	land_019	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_019	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_020	max_abs_scalar_q	maximum	2414372	16178445837170081103
extremal	edge	land_020	max_abs_scalar_q	minimum	782730	0
extremal	edge	land_020	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_020	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_021	max_abs_scalar_q	maximum	2658831	2147483648
extremal	edge	land_021	max_abs_scalar_q	minimum	268301	16178445837170081103
extremal	edge	land_021	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_021	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_022	max_abs_scalar_q	maximum	2445921	0
extremal	edge	land_022	max_abs_scalar_q	minimum	635961	15219119262482319357
extremal	edge	land_022	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_022	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_023	max_abs_scalar_q	maximum	2552911	0
extremal	edge	land_023	max_abs_scalar_q	minimum	209745	1959553668008863006
extremal	edge	land_023	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_023	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_024	max_abs_scalar_q	maximum	1789185	343674299183575008
extremal	edge	land_024	max_abs_scalar_q	minimum	539904	18446744073709551615
extremal	edge	land_024	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_024	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_025	max_abs_scalar_q	maximum	2960935	16178445837170081103
extremal	edge	land_025	max_abs_scalar_q	minimum	1019344	18446744073709551615
extremal	edge	land_025	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_025	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_026	max_abs_scalar_q	maximum	2678416	343674299183575008
extremal	edge	land_026	max_abs_scalar_q	minimum	609701	16178445837170081103
extremal	edge	land_026	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_026	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_027	max_abs_scalar_q	maximum	2527722	343674299183575008
extremal	edge	land_027	max_abs_scalar_q	minimum	748539	16178445837170081103
extremal	edge	land_027	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_027	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_028	max_abs_scalar_q	maximum	2291323	15219119262482319357
extremal	edge	land_028	max_abs_scalar_q	minimum	716881	0
extremal	edge	land_028	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_028	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_029	max_abs_scalar_q	maximum	2750772	0
extremal	edge	land_029	max_abs_scalar_q	minimum	1269214	1959553668008863006
extremal	edge	land_029	topology_ceiling_nodes	maximum	64	0
extremal	edge	land_029	topology_ceiling_nodes	minimum	64	0
extremal	edge	land_030	max_abs_scalar_q	maximum	3008324	18446744073709551615
