schema	grug_wp40_census_histograms_v3
scan_schema	grug_wp40_census_scan_v6
column	hist	name	key	bucket	count
hist	attachment_chebyshev_distance	perimeter_attachment:elandor:land_001	0	7
hist	attachment_chebyshev_distance	perimeter_attachment:elandor:land_007	0	7
hist	attachment_chebyshev_distance	perimeter_attachment:elandor:land_031	0	7
hist	attachment_chebyshev_distance	perimeter_attachment:elandor:land_034	0	7
hist	attachment_chebyshev_distance	perimeter_attachment:kragmar:land_010	0	7
hist	attachment_chebyshev_distance	perimeter_attachment:kragmar:land_016	1	7
hist	attachment_chebyshev_distance	perimeter_attachment:kragmar:land_037	0	7
hist	attachment_chebyshev_distance	perimeter_attachment:kragmar:land_040	0	7
hist	bay_fill_count	bay_elandor_east	0	6
hist	bay_fill_count	bay_elandor_east	1	1
hist	bay_fill_count	bay_elandor_west	0	5
hist	bay_fill_count	bay_elandor_west	1	2
hist	bay_fill_count	bay_kragmar_east	0	7
hist	bay_fill_count	bay_kragmar_west	0	6
hist	bay_fill_count	bay_kragmar_west	1	1
hist	edge_interval_count	land_001	1	7
hist	edge_interval_count	land_002	1	7
hist	edge_interval_count	land_003	1	7
hist	edge_interval_count	land_004	1	7
hist	edge_interval_count	land_005	1	7
hist	edge_interval_count	land_006	1	7
hist	edge_interval_count	land_007	1	6
hist	edge_interval_count	land_007	2	1
hist	edge_interval_count	land_008	1	7
hist	edge_interval_count	land_009	1	7
hist	edge_interval_count	land_010	1	7
hist	edge_interval_count	land_011	1	7
hist	edge_interval_count	land_012	1	7
hist	edge_interval_count	land_013	1	7
hist	edge_interval_count	land_014	1	7
hist	edge_interval_count	land_015	1	7
hist	edge_interval_count	land_016	1	7
hist	edge_interval_count	land_017	1	7
hist	edge_interval_count	land_018	1	7
hist	edge_interval_count	land_019	1	7
hist	edge_interval_count	land_020	1	7
hist	edge_interval_count	land_021	1	7
hist	edge_interval_count	land_022	1	7
hist	edge_interval_count	land_023	1	7
hist	edge_interval_count	land_024	1	7
hist	edge_interval_count	land_025	1	7
hist	edge_interval_count	land_026	1	7
hist	edge_interval_count	land_027	1	7
hist	edge_interval_count	land_028	1	7
hist	edge_interval_count	land_029	1	7
hist	edge_interval_count	land_030	1	7
hist	edge_interval_count	land_031	1	7
hist	edge_interval_count	land_032	1	7
hist	edge_interval_count	land_033	1	7
hist	edge_interval_count	land_034	1	7
hist	edge_interval_count	land_035	1	7
hist	edge_interval_count	land_036	1	7
hist	edge_interval_count	land_037	1	7
hist	edge_interval_count	land_038	1	7
hist	edge_interval_count	land_039	1	7
hist	edge_interval_count	land_040	1	7
hist	edge_interval_count	land_041	1	7
hist	edge_interval_count	land_042	1	7
hist	edge_interval_count	land_043	1	7
hist	edge_interval_count	land_044	1	7
hist	edge_interval_count	land_045	1	7
hist	edge_interval_count	land_046	1	7
hist	edge_interval_count	land_047	1	7
hist	edge_interval_count	land_048	1	7
hist	edge_interval_count	land_049	1	7
hist	edge_interval_count	land_050	1	7
hist	edge_interval_count	land_051	1	7
hist	edge_interval_count	land_052	1	7
hist	edge_interval_count	land_053	1	7
hist	edge_interval_count	land_054	1	7
hist	edge_interval_count	land_055	1	7
hist	edge_interval_count	land_056	1	7
hist	edge_interval_count	land_057	1	7
hist	edge_interval_count	land_058	1	7
hist	edge_interval_count	land_059	1	7
hist	edge_interval_count	land_060	1	7
hist	edge_interval_count	land_061	1	7
hist	junction_pair_pass_rate	relief_junction:-1050:-2250	fail	0
hist	junction_pair_pass_rate	relief_junction:-1050:-2250	pass	7
hist	junction_pair_pass_rate	relief_junction:-1400:-1100	fail	0
hist	junction_pair_pass_rate	relief_junction:-1400:-1100	pass	42
hist	junction_pair_pass_rate	relief_junction:-1400:-1900	fail	0
hist	junction_pair_pass_rate	relief_junction:-1400:-1900	pass	7
hist	junction_pair_pass_rate	relief_junction:-1400:1100	fail	0
hist	junction_pair_pass_rate	relief_junction:-1400:1100	pass	42
hist	junction_pair_pass_rate	relief_junction:-1400:1900	fail	0
