plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
market_granary	72	-1572	33	31	35	2	2	31	35	2	2	0	0	false	13	357
market_stable	116	-1572	37	35	39	2	2	35	39	2	2	0	0	false	11	357
market_workshop	160	-1572	35	31	37	4	2	31	37	4	2	0	0	false	11	418
market_counting_house	72	-1616	31	29	35	2	4	29	35	2	4	0	0	false	13	437
market_well	116	-1616	35	31	39	4	4	31	39	4	4	0	0	false	8	529
market_watch	160	-1616	37	35	39	2	2	35	39	2	2	0	0	false	12	567
market_grove	72	-1660	37	35	37	2	0	35	37	2	0	0	0	false	12	441
market_orchard	116	-1660	31	29	37	2	6	29	37	2	6	0	0	false	11	425
market_store	160	-1660	35	33	37	2	2	33	37	2	2	0	0	false	12	357
martial_barracks	-132	-1420	29	27	33	2	4	27	33	2	4	0	0	false	13	621
martial_muster_hall	-176	-1420	31	27	35	4	4	27	35	4	4	0	0	false	11	483
martial_armoury	-220	-1420	35	31	37	4	2	31	37	4	2	0	0	false	11	462
martial_stables	-132	-1376	27	27	29	0	2	27	29	0	2	0	0	false	11	399
martial_drill_yard	-176	-1376	29	29	31	0	2	29	31	0	2	0	0	false	14	441
martial_quartermaster	-220	-1376	31	29	35	2	4	29	35	2	4	0	0	false	12	399
martial_wain_shed	-132	-1332	37	35	39	2	2	35	39	2	2	0	0	false	9	437
martial_guard_house	-176	-1332	31	29	35	2	4	29	35	2	4	0	0	false	9	221
martial_watch_tower	-220	-1332	29	29	31	0	2	29	31	0	2	0	0	false	14	225
lore_shrine	-48	-1576	37	34	41	3	4	34	41	3	4	0	0	false	21	437
lore_library	-48	-1632	29	27	35	2	6	27	35	2	6	0	0	false	12	525
lore_scriptorium	-48	-1672	27	25	31	2	4	25	31	2	4	0	0	false	13	483
lore_archive	-84	-1616	35	31	39	4	4	31	39	4	4	0	0	false	14	399
lore_herb_garden	-84	-1652	31	27	35	4	4	27	35	4	4	0	0	false	8	529
lore_chapter_house	-84	-1688	31	29	35	2	4	29	35	2	4	0	0	false	12	323
lore_almonry	-120	-1584	31	29	31	2	0	29	31	2	0	0	0	false	10	255
lore_cloister_walk	-128	-1628	27	27	29	0	2	27	29	0	2	0	0	false	9	231
lore_quiet_grove	-120	-1664	33	31	35	2	2	31	35	2	2	0	0	false	11	361
homes_tavern	132	-1392	31	27	33	4	2	27	33	4	2	0	0	false	11	483
homes_well	132	-1348	35	33	35	2	0	33	35	2	0	0	0	false	8	289
homes_monument	132	-1304	39	37	41	2	2	37	41	2	2	0	0	false	11	289
homes_house_gable	176	-1392	31	29	33	2	2	29	33	2	2	0	0	false	10	195
homes_house_hip	176	-1348	29	27	31	2	2	27	31	2	2	0	0	false	9	255
homes_house_lane	176	-1304	29	29	31	0	2	29	31	0	2	0	0	false	10	225
homes_tenement	220	-1392	33	29	37	4	4	29	37	4	4	0	0	false	12	391
homes_bakehouse	220	-1348	33	31	33	2	0	31	33	2	0	0	0	false	10	340
homes_orchard	220	-1304	35	31	37	4	2	31	37	4	2	0	0	false	11	475
