WARNING[Main]: /!\ You are using the old mod storage files backend. This backend is deprecated and may be removed in a future release /!\
WARNING[Main]: Switching to SQLite3 is advised, please read https://docs.luanti.org/for-server-hosts/database-backends.
[MOD] Mobs Redo loaded
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:pick_mese'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:shovel_mese'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:axe_mese'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:sword_mese'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:pick_diamond'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:shovel_diamond'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:axe_diamond'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:sword_diamond'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:copper_ingot'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:copperblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:tin_ingot'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:tinblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:bronze_ingot'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:bronzeblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:steel_ingot'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:steelblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:gold_ingot'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:goldblock'])
WARNING[Main]: No craft recipe known for output 'default:stone_with_mese'
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:stone_with_mese'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese_crystal'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese_crystal_fragment'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:meselamp'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese_post_light'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese_post_light_acacia_wood'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese_post_light_junglewood'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese_post_light_pine_wood'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:mese_post_light_aspen_wood'])
WARNING[Main]: No craft recipe known for output 'default:stone_with_diamond'
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:stone_with_diamond'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:diamond'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:diamondblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:sign_wall_steel'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['default:ladder_steel'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_steelblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_inner_steelblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_outer_steelblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:slab_steelblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_tinblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_inner_tinblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_outer_tinblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:slab_tinblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_copperblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_inner_copperblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_outer_copperblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:slab_copperblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_bronzeblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_inner_bronzeblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_outer_bronzeblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:slab_bronzeblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_goldblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_inner_goldblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:stair_outer_goldblock'])
WARNING[Main]: No craft recipe matches input (type: fuel, items: ['stairs:slab_goldblock'])
ACTION[Main]: [grug_gear] 6 bracket catalogs: 24 weapons + 48 armor pieces
ACTION[Main]: [grug_materials] registry audit passed: 6 tiers, 15 resources, 12 processed forms, 6 race regions
ACTION[Main]: GRUG_WP40_PROFILE_PROBE phase=disk event=start engine=5.17.0 lua=LuaJIT_2.1.1784272936 seed=8675309 cases=62 manifest=9db66234dc000739c70be6577ce15b6a480c8d4f0be7a1f60338cd1da3583ad5 full_digest=false
ACTION[Main]: [grug_traders] drop audit: 1 mob(s) use a `drops` FUNCTION and cannot be walked statically (grug_mobs:bandit); their items are audited from the hardcoded FUNCTION_DROPS list
 _                   _   _ 
| |_   _  __ _ _ __ | |_(_)
| | | | |/ _` | '_ \| __| |
| | |_| | (_| | | | | |_| |
|_|\__,_|\__,_|_| |_|\__|_|  ___ 5.17.0
ACTION[Main]: World at [/tmp/grudgelands-wp40-profile-run.Cg8xc8sb/world]
ACTION[Main]: Server for gameid="grudgelands" listening on 127.0.0.1:32841.
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:-32:-2512 mapchunk=-112,-32,-2512 elapsed_us=8974856 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:-32:-2592 mapchunk=-112,-32,-2592 elapsed_us=2411 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:-32:-2672 mapchunk=-112,-32,-2672 elapsed_us=2357 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:-32:2448 mapchunk=-112,-32,2448 elapsed_us=2524 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:-32:2528 mapchunk=-112,-32,2528 elapsed_us=2514 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:-32:2608 mapchunk=-112,-32,2608 elapsed_us=2686 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:48:2448 mapchunk=-112,48,2448 elapsed_us=1551 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-112:48:2528 mapchunk=-112,48,2528 elapsed_us=1631 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1712:-112:-2592 mapchunk=-1712,-112,-2592 elapsed_us=2805 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:-112:-2592 mapchunk=-1792,-112,-2592 elapsed_us=2828 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:-32:-2512 mapchunk=-1792,-32,-2512 elapsed_us=2391 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:-32:-2592 mapchunk=-1792,-32,-2592 elapsed_us=2582 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:-32:-2672 mapchunk=-1792,-32,-2672 elapsed_us=2483 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:-32:2448 mapchunk=-1792,-32,2448 elapsed_us=2429 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:-32:2528 mapchunk=-1792,-32,2528 elapsed_us=2349 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:-32:2608 mapchunk=-1792,-32,2608 elapsed_us=2432 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:48:2448 mapchunk=-1792,48,2448 elapsed_us=1765 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:48:2528 mapchunk=-1792,48,2528 elapsed_us=1866 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1792:48:2608 mapchunk=-1792,48,2608 elapsed_us=1747 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1872:-32:-2512 mapchunk=-1872,-32,-2512 elapsed_us=2686 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1872:-32:-2592 mapchunk=-1872,-32,-2592 elapsed_us=2544 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1872:-32:-2672 mapchunk=-1872,-32,-2672 elapsed_us=2620 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1872:-32:2448 mapchunk=-1872,-32,2448 elapsed_us=2431 generated=0 disk=125 memory=0 cancelled=0 errored=0
ACTION[Emerge-0]: GRUG_WP40_PROFILE_PROBE phase=disk event=emerge case=owner_-1872:-32:2528 mapchunk=-1872,-32,2528 elapsed_us=2422 generated=0 disk=125 memory=0 cancelled=0 errored=0
