kind	name	count	total	min	max	mean
metric	plan_us	10	1801105	95927	407739	180110.500
metric	writer_us	10	48796866	2058873	6617659	4879686.600
metric	total_us	10	50597971	2156609	6719784	5059797.100
metric	columns	10	64000	6400	6400	6400.000
metric	candidate_cells	10	490	49	49	49.000
metric	candidates	10	3594	208	965	359.400
metric	r5_runs	10	6400	0	6400	640.000
metric	vm_get_emerged_area_us	10	24	2	4	2.400
metric	vm_get_data_us	10	44368	4341	4989	4436.800
metric	vm_get_param2_data_us	10	44069	4206	4929	4406.900
metric	vm_get_light_data_us	10	0	0	0	0.000
metric	vm_set_data_us	10	73342	7286	7433	7334.200
metric	vm_set_param2_data_us	10	0	0	0	0.000
metric	vm_set_lighting_us	10	0	0	0	0.000
metric	vm_calc_lighting_us	10	0	0	0	0.000
metric	vm_set_light_data_us	10	0	0	0	0.000
metric	vm_update_liquids_us	10	0	0	0	0.000
writer_result	applied_c	10	-	-	-	-
callbacks	all	10	-	-	-	-
