schema	grug_r10_world_engine_v1
seed	4151598227737528026
column	reported_roof	-74	21	-2461	land	grug_meadows	default:stone:0,default:stone:0,default:stone:0,default:stone:0,default:dirt_with_grass:0,air:0
column	reported_roof	-73	21	-2461	land	grug_meadows	air:0,default:stone:0,default:stone:0,default:stone:0,default:dirt_with_grass:0,default:grass_5:0
column	reported_roof	-72	21	-2461	land	grug_meadows	air:0,default:stone:0,default:stone:0,default:stone:0,default:dirt_with_grass:0,air:0
column	reported_roof	-71	21	-2461	land	grug_meadows	air:0,default:stone:0,default:stone:0,default:stone:0,default:dirt_with_grass:0,default:grass_4:0
column	reported_roof	-70	21	-2461	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-69	21	-2461	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-68	21	-2461	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-74	21	-2460	land	grug_meadows	air:0,default:stone:0,default:stone:0,default:stone:0,default:dirt_with_grass:0,air:0
column	reported_roof	-73	21	-2460	land	grug_meadows	air:0,default:stone:0,default:stone:0,default:stone:0,default:dirt_with_grass:0,air:0
column	reported_roof	-72	21	-2460	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-71	21	-2460	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-70	21	-2460	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-69	21	-2460	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-68	21	-2460	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-74	21	-2459	land	grug_meadows	air:0,default:stone:0,default:stone:0,default:stone:0,default:dirt_with_grass:0,air:0
column	reported_roof	-73	21	-2459	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
column	reported_roof	-72	21	-2459	land	grug_meadows	air:0,air:0,air:0,air:0,air:0,air:0
