40	-12
40	-11
40	-10
40	-9
40	-8
40	-7
40	-6
40	-5
40	-4
40	-3
40	-2
40	-1
40	0
40	1
40	2
40	3
40	4
40	5
40	6
40	7
40	8
40	9
40	10
40	11
40	12
41	-12
41	-11
41	-10
41	-9
41	-8
41	-7
41	-6
41	-5
41	-4
41	-3
41	-2
41	-1
41	0
41	1
41	2
41	3
41	4
41	5
41	6
41	7
41	8
41	9
41	10
41	11
41	12
42	-12
42	-11
42	-10
42	-9
42	-8
42	-7
42	-6
42	-5
42	-4
42	-3
42	-2
42	-1
42	0
42	1
42	2
42	3
42	4
42	5
42	6
42	7
42	8
42	9
42	10
42	11
42	12
43	-12
43	-11
43	-10
43	-9
43	-8
43	-7
43	-6
43	-5
43	-4
43	-3
43	-2
43	-1
43	0
43	1
43	2
43	3
43	4
43	5
43	6
43	7
43	8
43	9
43	10
43	11
43	12
44	-12
44	-11
44	-10
44	-9
44	-8
44	-7
44	-6
44	-5
44	-4
44	-3
44	-2
44	-1
44	0
44	1
44	2
44	3
44	4
44	5
44	6
44	7
44	8
44	9
44	10
44	11
44	12
45	-12
45	-11
45	-10
45	-9
45	-8
45	-7
45	-6
45	-5
45	-4
45	-3
45	-2
45	-1
45	0
45	1
45	2
45	3
45	4
45	5
45	6
45	7
45	8
45	9
45	10
45	11
45	12
46	-12
46	-11
46	-10
46	-9
46	-8
46	-7
46	-6
46	-5
46	-4
46	-3
46	-2
46	-1
46	0
46	1
46	2
46	3
46	4
46	5
46	6
46	7
46	8
46	9
46	10
46	11
46	12
47	-12
47	-11
47	-10
47	-9
47	-8
47	-7
47	-6
47	-5
47	-4
47	-3
47	-2
47	-1
47	0
47	1
47	2
47	3
47	4
47	5
47	6
47	7
47	8
47	9
47	10
47	11
47	12
48	-12
48	-11
48	-10
48	-9
48	-8
48	-7
48	-6
48	-5
48	-4
48	-3
48	-2
48	-1
48	0
48	1
48	2
48	3
48	4
48	5
48	6
48	7
48	8
48	9
48	10
48	11
48	12
49	-12
49	-11
49	-10
49	-9
49	-8
49	-7
49	-6
49	-5
49	-4
49	-3
49	-2
49	-1
49	0
49	1
49	2
49	3
49	4
49	5
49	6
49	7
49	8
49	9
49	10
49	11
49	12
50	-12
50	-11
50	-10
50	-9
50	-8
50	-7
50	-6
50	-5
50	-4
50	-3
50	-2
50	-1
50	0
50	1
50	2
50	3
50	4
50	5
50	6
50	7
50	8
50	9
50	10
50	11
50	12
51	-12
51	-11
51	-10
51	-9
51	-8
51	-7
51	-6
51	-5
51	-4
51	-3
51	-2
51	-1
51	0
51	1
51	2
51	3
51	4
51	5
51	6
51	7
51	8
51	9
51	10
51	11
51	12
52	-12
52	-11
52	-10
52	-9
52	-8
52	-7
52	-6
52	-5
52	-4
52	-3
52	-2
52	-1
52	0
52	1
52	2
52	3
52	4
52	5
52	6
52	7
52	8
52	9
52	10
52	11
52	12
53	-12
53	-11
53	-10
53	-9
53	-8
53	-7
53	-6
53	-5
53	-4
53	-3
53	-2
53	-1
53	0
53	1
53	2
53	3
53	4
53	5
53	6
53	7
53	8
53	9
53	10
53	11
53	12
54	-12
54	-11
54	-10
54	-9
54	-8
54	-7
54	-6
54	-5
54	-4
54	-3
54	-2
54	-1
54	0
54	1
54	2
54	3
54	4
54	5
54	6
54	7
54	8
54	9
54	10
54	11
54	12
55	-12
55	-11
55	-10
55	-9
55	-8
55	-7
55	-6
55	-5
55	-4
55	-3
55	-2
55	-1
55	0
55	1
55	2
55	3
55	4
55	5
55	6
55	7
55	8
55	9
55	10
55	11
55	12
56	-12
56	-11
56	-10
56	-9
56	-8
56	-7
56	-6
56	-5
56	-4
56	-3
56	-2
56	-1
56	0
56	1
56	2
56	3
56	4
56	5
56	6
56	7
56	8
56	9
56	10
56	11
56	12
57	-12
57	-11
57	-10
57	-9
57	-8
57	-7
57	-6
57	-5
57	-4
57	-3
57	-2
57	-1
57	0
57	1
57	2
57	3
57	4
57	5
57	6
57	7
57	8
57	9
57	10
57	11
57	12
58	-12
58	-11
58	-10
58	-9
58	-8
58	-7
58	-6
58	-5
58	-4
58	-3
58	-2
58	-1
58	0
58	1
58	2
58	3
58	4
58	5
58	6
58	7
58	8
58	9
58	10
58	11
58	12
59	-12
59	-11
59	-10
59	-9
59	-8
59	-7
59	-6
59	-5
59	-4
59	-3
59	-2
59	-1
59	0
59	1
59	2
59	3
59	4
59	5
59	6
59	7
59	8
59	9
59	10
59	11
59	12
60	-12
60	-11
60	-10
60	-9
60	-8
60	-7
60	-6
60	-5
60	-4
60	-3
60	-2
60	-1
60	0
60	1
60	2
60	3
60	4
60	5
60	6
60	7
60	8
60	9
60	10
60	11
60	12
61	-12
61	-11
61	-10
61	-9
61	-8
61	-7
61	-6
61	-5
61	-4
61	-3
61	-2
61	-1
61	0
61	1
61	2
61	3
61	4
61	5
61	6
61	7
61	8
61	9
61	10
61	11
61	12
62	-12
62	-11
62	-10
62	-9
62	-8
62	-7
62	-6
62	-5
62	-4
62	-3
62	-2
62	-1
62	0
62	1
62	2
62	3
62	4
62	5
62	6
62	7
62	8
62	9
62	10
62	11
62	12
63	-12
63	-11
63	-10
63	-9
63	-8
63	-7
63	-6
63	-5
63	-4
63	-3
63	-2
63	-1
63	0
63	1
63	2
63	3
63	4
63	5
63	6
63	7
63	8
63	9
63	10
63	11
63	12
64	-12
64	-11
64	-10
64	-9
64	-8
64	-7
64	-6
64	-5
64	-4
64	-3
64	-2
64	-1
64	0
64	1
64	2
64	3
64	4
64	5
64	6
64	7
64	8
64	9
64	10
64	11
64	12
65	-12
65	-11
65	-10
65	-9
65	-8
65	-7
65	-6
65	-5
65	-4
65	-3
65	-2
65	-1
65	0
65	1
65	2
65	3
65	4
65	5
65	6
65	7
65	8
65	9
65	10
65	11
65	12
66	-12
66	-11
66	-10
66	-9
66	-8
66	-7
66	-6
66	-5
66	-4
66	-3
66	-2
66	-1
66	0
66	1
66	2
66	3
66	4
66	5
66	6
66	7
66	8
66	9
66	10
66	11
66	12
67	-12
67	-11
67	-10
67	-9
67	-8
67	-7
67	-6
67	-5
67	-4
67	-3
67	-2
67	-1
67	0
67	1
67	2
67	3
67	4
67	5
67	6
67	7
67	8
67	9
67	10
67	11
67	12
68	-12
68	-11
68	-10
68	-9
68	-8
68	-7
68	-6
68	-5
68	-4
68	-3
68	-2
68	-1
68	0
68	1
68	2
68	3
68	4
68	5
68	6
68	7
68	8
68	9
68	10
68	11
68	12
69	-12
69	-11
69	-10
69	-9
69	-8
69	-7
69	-6
69	-5
69	-4
69	-3
69	-2
69	-1
69	0
69	1
69	2
69	3
69	4
69	5
69	6
69	7
69	8
69	9
69	10
69	11
69	12
70	-12
70	-11
70	-10
70	-9
70	-8
70	-7
70	-6
70	-5
70	-4
70	-3
70	-2
70	-1
70	0
70	1
70	2
70	3
70	4
70	5
70	6
70	7
70	8
70	9
70	10
70	11
70	12
71	-12
71	-11
71	-10
71	-9
71	-8
71	-7
71	-6
71	-5
71	-4
71	-3
71	-2
71	-1
71	0
71	1
71	2
71	3
71	4
71	5
71	6
71	7
71	8
71	9
71	10
71	11
71	12
72	-12
72	-11
72	-10
72	-9
72	-8
72	-7
72	-6
72	-5
72	-4
72	-3
72	-2
72	-1
72	0
72	1
72	2
72	3
72	4
72	5
72	6
72	7
72	8
72	9
72	10
72	11
72	12
73	-12
73	-11
73	-10
73	-9
73	-8
73	-7
73	-6
73	-5
73	-4
73	-3
73	-2
73	-1
73	0
73	1
73	2
73	3
73	4
73	5
73	6
73	7
73	8
73	9
73	10
73	11
73	12
74	-12
74	-11
74	-10
74	-9
74	-8
74	-7
74	-6
74	-5
74	-4
74	-3
74	-2
74	-1
74	0
74	1
74	2
74	3
74	4
74	5
74	6
74	7
74	8
74	9
74	10
74	11
74	12
75	-12
75	-11
75	-10
75	-9
75	-8
75	-7
75	-6
75	-5
75	-4
75	-3
75	-2
75	-1
75	0
75	1
75	2
75	3
75	4
75	5
75	6
75	7
75	8
75	9
75	10
75	11
75	12
76	-12
76	-11
76	-10
76	-9
76	-8
76	-7
76	-6
76	-5
76	-4
76	-3
76	-2
76	-1
76	0
76	1
76	2
76	3
76	4
76	5
76	6
76	7
76	8
76	9
76	10
76	11
76	12
77	-12
77	-11
77	-10
77	-9
77	-8
77	-7
77	-6
77	-5
77	-4
77	-3
77	-2
77	-1
77	0
77	1
77	2
77	3
77	4
77	5
77	6
77	7
77	8
77	9
77	10
77	11
77	12
78	-12
78	-11
78	-10
78	-9
78	-8
78	-7
78	-6
78	-5
78	-4
78	-3
78	-2
78	-1
78	0
78	1
78	2
78	3
78	4
78	5
78	6
78	7
78	8
78	9
78	10
78	11
78	12
79	-12
79	-11
79	-10
79	-9
79	-8
79	-7
79	-6
79	-5
79	-4
79	-3
79	-2
79	-1
79	0
79	1
79	2
79	3
79	4
79	5
79	6
79	7
79	8
79	9
79	10
79	11
79	12
80	-12
80	-11
80	-10
80	-9
80	-8
80	-7
80	-6
80	-5
80	-4
80	-3
80	-2
80	-1
80	0
80	1
80	2
80	3
80	4
80	5
80	6
80	7
80	8
80	9
80	10
80	11
80	12
81	-12
81	-11
81	-10
81	-9
81	-8
81	-7
81	-6
81	-5
81	-4
81	-3
81	-2
81	-1
81	0
81	1
81	2
81	3
81	4
81	5
81	6
81	7
81	8
81	9
81	10
81	11
81	12
82	-12
82	-11
82	-10
82	-9
82	-8
82	-7
82	-6
82	-5
82	-4
82	-3
82	-2
82	-1
82	0
82	1
82	2
82	3
82	4
82	5
82	6
82	7
82	8
82	9
82	10
82	11
82	12
83	-12
83	-11
83	-10
83	-9
83	-8
83	-7
83	-6
83	-5
83	-4
83	-3
83	-2
83	-1
83	0
83	1
83	2
83	3
83	4
83	5
83	6
83	7
83	8
83	9
83	10
83	11
83	12
84	-12
84	-11
84	-10
84	-9
84	-8
84	-7
84	-6
84	-5
84	-4
84	-3
84	-2
84	-1
84	0
84	1
84	2
84	3
84	4
84	5
84	6
84	7
84	8
84	9
84	10
84	11
84	12
85	-12
85	-11
85	-10
85	-9
85	-8
85	-7
85	-6
85	-5
85	-4
85	-3
85	-2
85	-1
85	0
85	1
85	2
85	3
85	4
85	5
85	6
85	7
85	8
85	9
85	10
85	11
85	12
86	-12
86	-11
86	-10
86	-9
86	-8
86	-7
86	-6
86	-5
86	-4
86	-3
86	-2
86	-1
86	0
86	1
86	2
86	3
86	4
86	5
86	6
86	7
86	8
86	9
86	10
86	11
86	12
87	-12
87	-11
87	-10
87	-9
87	-8
87	-7
87	-6
87	-5
87	-4
87	-3
87	-2
87	-1
87	0
87	1
87	2
87	3
87	4
87	5
87	6
87	7
87	8
87	9
87	10
87	11
87	12
88	-12
88	-11
88	-10
88	-9
88	-8
88	-7
88	-6
88	-5
88	-4
88	-3
88	-2
88	-1
88	0
88	1
88	2
88	3
88	4
88	5
88	6
88	7
88	8
88	9
88	10
88	11
88	12
89	-12
89	-11
89	-10
89	-9
89	-8
89	-7
89	-6
89	-5
89	-4
89	-3
89	-2
89	-1
89	0
89	1
89	2
89	3
89	4
89	5
89	6
89	7
89	8
89	9
89	10
89	11
89	12
90	-12
90	-11
90	-10
90	-9
90	-8
90	-7
90	-6
90	-5
90	-4
90	-3
90	-2
90	-1
90	0
90	1
90	2
90	3
90	4
90	5
90	6
90	7
90	8
90	9
90	10
90	11
90	12
91	-12
91	-11
91	-10
91	-9
91	-8
91	-7
91	-6
91	-5
91	-4
91	-3
91	-2
91	-1
