40	-12	0
40	-11	0
40	-10	0
40	-9	0
40	-8	0
40	-7	0
40	-6	0
40	-5	0
40	-4	0
40	-3	0
40	-2	0
40	-1	0
40	0	0
40	1	0
40	2	0
40	3	0
40	4	0
40	5	0
40	6	0
40	7	0
40	8	0
40	9	0
40	10	0
40	11	0
40	12	0
41	-12	0
41	-11	0
41	-10	0
41	-9	0
41	-8	0
41	-7	0
41	-6	0
41	-5	0
41	-4	0
41	-3	0
41	-2	0
41	-1	0
41	0	0
41	1	0
41	2	0
41	3	0
41	4	0
41	5	0
41	6	0
41	7	0
41	8	0
41	9	0
41	10	0
41	11	0
41	12	0
42	-12	0
42	-11	0
42	-10	0
42	-9	0
42	-8	0
42	-7	0
42	-6	0
42	-5	0
42	-4	0
42	-3	0
42	-2	0
42	-1	0
42	0	0
42	1	0
42	2	0
42	3	0
42	4	0
42	5	0
42	6	0
42	7	0
42	8	0
42	9	0
42	10	0
42	11	0
42	12	0
43	-12	0
43	-11	0
43	-10	0
43	-9	0
43	-8	0
43	-7	0
43	-6	0
43	-5	0
43	-4	0
43	-3	0
43	-2	0
43	-1	0
43	0	0
43	1	0
43	2	0
43	3	0
43	4	0
43	5	0
43	6	0
43	7	0
43	8	0
43	9	0
43	10	0
43	11	0
43	12	0
44	-12	0
44	-11	0
44	-10	0
44	-9	0
44	-8	0
44	-7	0
44	-6	0
44	-5	0
44	-4	0
44	-3	0
44	-2	0
44	-1	0
44	0	0
44	1	0
44	2	0
44	3	0
44	4	0
44	5	0
44	6	0
44	7	0
44	8	0
44	9	0
44	10	0
44	11	0
44	12	0
45	-12	0
45	-11	0
45	-10	0
45	-9	0
45	-8	0
45	-7	0
45	-6	0
45	-5	0
45	-4	0
45	-3	0
45	-2	0
45	-1	0
45	0	0
45	1	0
45	2	0
45	3	0
45	4	0
45	5	0
45	6	0
45	7	0
45	8	0
45	9	0
45	10	0
45	11	0
45	12	0
46	-12	0
46	-11	0
46	-10	0
46	-9	0
46	-8	0
46	-7	0
46	-6	0
46	-5	0
46	-4	0
46	-3	0
46	-2	0
46	-1	0
46	0	0
46	1	0
46	2	0
46	3	0
46	4	0
46	5	0
46	6	0
46	7	0
46	8	0
46	9	0
46	10	0
46	11	0
46	12	0
47	-12	0
47	-11	0
47	-10	0
47	-9	0
47	-8	0
47	-7	0
47	-6	0
47	-5	0
47	-4	0
47	-3	0
47	-2	0
47	-1	0
47	0	0
47	1	0
47	2	0
47	3	0
47	4	0
47	5	0
47	6	0
47	7	0
47	8	0
47	9	0
47	10	0
47	11	0
47	12	0
48	-12	0
48	-11	0
48	-10	0
48	-9	0
48	-8	0
48	-7	0
48	-6	0
48	-5	0
48	-4	0
48	-3	0
48	-2	0
48	-1	0
48	0	0
48	1	0
48	2	0
48	3	0
48	4	0
48	5	0
48	6	0
48	7	0
48	8	0
48	9	0
48	10	0
48	11	0
48	12	0
49	-12	0
49	-11	0
49	-10	0
49	-9	0
49	-8	0
49	-7	0
49	-6	0
49	-5	0
49	-4	0
49	-3	0
49	-2	0
49	-1	0
49	0	0
49	1	0
49	2	0
49	3	0
49	4	0
49	5	0
49	6	0
49	7	0
49	8	0
49	9	0
49	10	0
49	11	0
49	12	0
50	-12	0
50	-11	0
50	-10	0
50	-9	0
50	-8	0
50	-7	0
50	-6	0
50	-5	0
50	-4	0
50	-3	0
50	-2	0
50	-1	0
50	0	0
50	1	0
50	2	0
50	3	0
50	4	0
50	5	0
50	6	0
50	7	0
50	8	0
50	9	0
50	10	0
50	11	0
50	12	0
51	-12	0
51	-11	0
51	-10	0
51	-9	0
51	-8	0
51	-7	0
51	-6	0
51	-5	0
51	-4	0
51	-3	0
51	-2	0
51	-1	0
51	0	0
51	1	0
51	2	0
51	3	0
51	4	0
51	5	0
51	6	0
51	7	0
51	8	0
51	9	0
51	10	0
51	11	0
51	12	0
52	-12	0
52	-11	0
52	-10	0
52	-9	0
52	-8	0
52	-7	0
52	-6	0
52	-5	0
52	-4	0
52	-3	0
52	-2	0
52	-1	0
52	0	0
52	1	0
52	2	0
52	3	0
52	4	0
52	5	0
52	6	0
52	7	0
52	8	0
52	9	0
52	10	0
52	11	0
52	12	0
53	-12	0
