plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
bazaar_butcher	72	1428	100	98	103	2	3	98	102	2	2	0	0	false	9	418
bazaar_tannery	116	1432	99	96	100	3	1	96	100	3	1	0	0	false	9	437
bazaar_brewhouse	160	1428	93	92	96	1	3	92	96	1	3	0	0	false	9	504
bazaar_armourer	68	1384	96	96	100	0	4	96	100	0	4	0	0	false	9	552
bazaar_smithy	116	1384	100	96	100	4	0	96	100	4	0	0	0	false	9	504
bazaar_store	160	1384	92	89	96	3	4	89	96	3	4	0	0	false	13	437
bazaar_wain_yard	72	1336	88	88	92	0	4	88	92	0	4	0	0	false	9	437
bazaar_carver	116	1336	92	88	92	4	0	88	92	4	0	0	0	false	9	323
bazaar_house	160	1340	92	91	92	1	0	91	92	1	0	0	0	false	9	255
bazaar_stock_pen	212	1396	92	88	92	4	0	88	92	4	0	0	0	false	9	529
bazaar_drying_floor	104	1292	84	84	87	0	3	84	85	0	1	0	0	false	9	529
bazaar_spoil_heap	200	1296	88	84	89	4	1	84	88	4	0	0	0	false	9	289
bazaar_fire_court	94	1340	92	91	92	1	0	91	92	1	0	0	0	false	9	121
war_barracks	72	1572	107	104	108	3	1	104	108	3	1	0	0	false	13	525
war_arena	72	1616	107	104	112	3	5	104	112	3	5	0	0	false	9	729
war_armoury	72	1660	116	113	116	3	0	113	116	3	0	0	0	false	9	552
war_beast_pen	116	1552	101	96	107	5	6	96	106	5	5	0	0	false	11	525
war_drill_yard	116	1616	104	104	108	0	4	104	108	0	4	0	0	false	14	441
war_quartermaster	116	1660	112	108	115	4	3	108	113	4	1	0	0	false	12	399
war_wain_shed	160	1572	100	98	101	2	1	97	100	3	0	0	0	false	9	437
war_chief_house	160	1616	104	102	108	2	4	102	107	2	3	0	0	false	9	255
war_watch_tower	160	1660	102	102	104	0	2	102	104	0	2	0	0	false	14	225
war_muster_field	104	1708	116	112	119	4	3	112	119	4	3	0	0	false	9	529
war_remount_paddock	208	1604	100	100	100	0	0	100	100	0	0	0	0	false	9	529
war_wood_yard	200	1700	113	109	116	4	3	109	116	4	3	0	0	false	9	289
war_guard_fire	160	1594	100	100	103	0	3	100	102	0	2	0	0	false	9	121
bone_spirit_hall	-72	1572	108	104	110	4	2	104	109	4	1	0	0	false	22	475
bone_totem_court	-116	1572	105	100	108	5	3	100	108	5	3	0	0	false	9	625
bone_barrow	-160	1572	93	92	103	1	10	92	101	1	8	0	0	false	9	729
bone_quarry	-72	1616	112	112	116	0	4	112	116	0	4	0	0	false	9	729
bone_reader_hall	-116	1616	108	105	108	3	0	105	108	3	0	0	0	false	13	437
bone_herb_house	-160	1616	104	100	108	4	4	100	107	4	3	0	0	false	9	399
bone_store	-68	1660	116	114	116	2	0	114	116	2	0	0	0	false	13	357
bone_shaman_house	-116	1660	104	104	108	0	4	104	108	0	4	0	0	false	9	255
bone_ash_court	-160	1660	101	100	104	1	3	100	103	1	2	0	0	false	9	225
bone_ancestor_field	-208	1604	95	91	100	4	5	91	99	4	4	0	0	false	9	529
bone_scrub_garden	-104	1704	108	107	108	1	0	106	108	2	0	0	0	false	9	529
bone_spoil_shelf	-200	1696	108	105	108	3	0	105	108	3	0	0	0	false	9	289
bone_candle_court	-94	1660	112	110	112	2	0	110	112	2	0	0	0	false	9	121
warren_clan_house	-76	1428	104	101	104	3	0	101	104	3	0	0	0	false	12	437
warren_round_lodge	-72	1384	96	94	99	2	3	94	98	2	2	0	0	false	9	225
warren_cook_court	-72	1340	100	95	103	5	3	95	103	5	3	0	0	false	9	529
warren_house_spear	-116	1428	100	96	104	4	4	96	103	4	3	0	0	false	9	255
warren_house_tusk	-112	1388	93	92	96	1	3	92	96	1	3	0	0	false	9	225
warren_house_bone	-116	1340	95	92	96	3	1	92	96	3	1	0	0	false	9	323
warren_weaver	-160	1432	100	98	103	2	3	98	103	2	3	0	0	false	9	437
warren_store	-204	1356	88	84	92	4	4	84	91	4	3	0	0	false	13	357
warren_story_fire	-160	1332	88	85	91	3	3	85	90	3	2	0	0	false	9	441
warren_clan_ground	-104	1292	87	82	93	5	6	82	92	5	5	0	0	false	9	529
warren_dry_garden	-212	1396	88	84	92	4	4	84	92	4	4	0	0	false	9	529
warren_fuel_yard	-204	1300	81	80	84	1	3	80	84	1	3	0	0	false	9	289
warren_green	-168	1406	98	96	100	2	2	96	100	2	2	0	0	false	9	121
