plot	reference_x	reference_z	reference_y	perimeter_min	perimeter_max	perimeter_fall	perimeter_rise	footprint_min	footprint_max	footprint_fall	footprint_rise	submerged	submerged_margin	reference_wet	clear_to	columns
forge_charcoal	-1680	-1620	104	100	108	4	4	100	108	4	4	0	0	false	13	357
forge_pack_stable	-1644	-1612	108	104	111	4	3	104	110	4	2	0	0	false	11	357
forge_smithy	-1600	-1612	108	104	108	4	0	104	108	4	0	0	0	false	11	418
forge_guild_house	-1688	-1664	104	101	108	3	4	101	108	3	4	0	0	false	13	437
forge_quench_court	-1644	-1664	106	104	108	2	2	104	108	2	2	0	0	false	8	441
forge_watch	-1600	-1664	108	108	111	0	3	108	110	0	2	0	0	false	12	567
forge_copse	-1688	-1712	99	96	104	3	5	96	104	3	5	0	0	false	24	361
forge_ore_yard	-1644	-1708	107	104	108	3	1	104	108	3	1	0	0	false	13	357
forge_store	-1600	-1708	112	111	112	1	0	111	112	1	0	0	0	false	12	357
forge_ore_court	-1568	-1616	111	105	116	6	5	105	116	6	5	0	0	false	8	529
forge_charcoal_field	-1720	-1732	92	92	97	0	5	92	96	0	4	0	0	false	8	529
forge_slag_yard	-1572	-1732	104	104	108	0	4	104	108	0	4	0	0	false	8	289
forge_green	-1638	-1732	104	104	108	0	4	104	107	0	3	0	0	false	8	121
garrison_barracks	-1684	-1392	96	95	101	1	5	94	100	2	4	0	0	false	13	621
garrison_muster_hall	-1680	-1344	92	89	96	3	4	89	96	3	4	0	0	false	11	483
garrison_armoury	-1684	-1296	88	88	92	0	4	88	92	0	4	0	0	false	11	462
garrison_drill_yard	-1644	-1388	96	96	100	0	4	96	100	0	4	0	0	false	14	441
garrison_stable	-1644	-1344	97	95	100	2	3	95	100	2	3	0	0	false	11	399
garrison_quartermaster	-1644	-1300	87	84	92	3	5	84	91	3	4	0	0	false	12	399
garrison_wain_shed	-1596	-1388	97	96	100	1	3	96	100	1	3	0	0	false	9	437
garrison_serjeant	-1596	-1344	96	96	99	0	3	96	98	0	2	0	0	false	9	221
garrison_watch_tower	-1596	-1296	92	92	95	0	3	92	95	0	3	0	0	false	14	225
garrison_muster_field	-1684	-1266	88	84	88	4	0	84	88	4	0	0	0	false	8	529
garrison_pack_pen	-1566	-1384	100	99	101	1	1	99	100	1	0	0	0	false	8	529
garrison_wood_yard	-1568	-1268	88	85	92	3	4	85	91	3	3	0	0	false	8	289
garrison_green	-1568	-1318	90	88	93	2	3	88	92	2	2	0	0	false	8	121
deep_hall_of_record	-1920	-1428	84	82	88	2	4	82	87	2	3	0	0	false	21	437
deep_scriptorium	-1964	-1428	88	84	88	4	0	84	88	4	0	0	0	false	13	437
deep_memory_hall	-2008	-1428	84	80	88	4	4	80	88	4	4	0	0	false	11	483
deep_carvers	-1920	-1388	84	84	88	0	4	84	87	0	3	0	0	false	11	462
deep_lantern_court	-1964	-1384	88	84	88	4	0	84	88	4	0	0	0	false	8	441
deep_archive	-2008	-1384	90	88	92	2	2	88	92	2	2	0	0	false	12	399
deep_keeper	-1920	-1344	84	84	86	0	2	84	85	0	1	0	0	false	9	221
deep_lamp_store	-1964	-1340	92	89	92	3	0	89	92	3	0	0	0	false	9	437
deep_watch	-2004	-1340	92	92	92	0	0	92	92	0	0	0	0	false	14	225
deep_mushroom_garden	-2034	-1352	92	91	95	1	3	91	94	1	2	0	0	false	8	529
deep_barrow_terrace	-1920	-1268	84	84	91	0	7	84	89	0	5	0	0	false	8	529
deep_markers_yard	-2032	-1268	92	91	96	1	4	91	96	1	4	0	0	false	8	289
deep_green	-1984	-1268	96	93	96	3	0	93	96	3	0	0	0	false	8	121
terrace_market	-1916	-1620	78	76	81	2	3	76	80	2	2	0	0	false	9	231
terrace_brewhouse	-1916	-1664	88	84	88	4	0	84	88	4	0	0	0	false	11	462
terrace_alehouse	-1916	-1708	81	78	84	3	3	78	84	3	3	0	0	false	11	399
terrace_bakehouse	-1964	-1620	80	76	84	4	4	76	84	4	4	0	0	false	11	418
terrace_well_court	-1960	-1664	80	80	84	0	4	80	84	0	4	0	0	false	8	441
terrace_long_house	-1960	-1708	76	74	80	2	4	74	80	2	4	0	0	false	12	437
terrace_cottage_west	-2004	-1620	83	80	84	3	1	80	84	3	1	0	0	false	9	255
terrace_cottage_east	-2004	-1664	80	80	80	0	0	80	80	0	0	0	0	false	10	255
terrace_watch	-2004	-1712	80	80	84	0	4	80	83	0	3	0	0	false	14	225
terrace_kitchen_garden	-1884	-1708	84	81	84	3	0	81	84	3	0	0	0	false	8	529
terrace_goat_pasture	-2018	-1588	80	80	81	0	1	80	80	0	0	0	0	false	8	529
terrace_brew_court	-2032	-1704	84	84	84	0	0	84	84	0	0	0	0	false	8	289
terrace_green	-2028	-1656	82	80	84	2	2	80	84	2	2	0	0	false	8	121
