node	grug_decor:capital_counter	default_wood.png	-	nodebox
box	grug_decor:capital_counter	-0.5	0.1	-0.5	0.5	0.35	0.5
box	grug_decor:capital_counter	-0.4	-0.5	-0.4	-0.25	0.1	-0.25
box	grug_decor:capital_counter	0.25	-0.5	-0.4	0.4	0.1	-0.25
box	grug_decor:capital_counter	-0.4	-0.5	0.25	-0.25	0.1	0.4
box	grug_decor:capital_counter	0.25	-0.5	0.25	0.4	0.1	0.4
node	grug_decor:capital_anvil	default_steel_block.png	-	nodebox
box	grug_decor:capital_anvil	-0.3	-0.5	-0.3	0.3	-0.3	0.3
box	grug_decor:capital_anvil	-0.16	-0.3	-0.16	0.16	0.2	0.16
box	grug_decor:capital_anvil	-0.5	0.2	-0.3	0.5	0.4	0.3
node	grug_decor:capital_quench	default_wood.png	-	nodebox
box	grug_decor:capital_quench	-0.5	-0.5	-0.5	0.5	-0.3	0.5
box	grug_decor:capital_quench	-0.5	-0.3	-0.5	-0.35	0.25	0.5
box	grug_decor:capital_quench	0.35	-0.3	-0.5	0.5	0.25	0.5
box	grug_decor:capital_quench	-0.35	-0.3	-0.5	0.35	0.25	-0.35
box	grug_decor:capital_quench	-0.35	-0.3	0.35	0.35	0.25	0.5
node	grug_decor:capital_trough	default_wood.png	-	nodebox
box	grug_decor:capital_trough	-0.5	0.1	-0.5	0.5	0.35	0.5
box	grug_decor:capital_trough	-0.4	-0.5	-0.4	-0.25	0.1	-0.25
box	grug_decor:capital_trough	0.25	-0.5	-0.4	0.4	0.1	-0.25
box	grug_decor:capital_trough	-0.4	-0.5	0.25	-0.25	0.1	0.4
box	grug_decor:capital_trough	0.25	-0.5	0.25	0.4	0.1	0.4
node	grug_decor:capital_lava	default_lava.png	-	nodebox
box	grug_decor:capital_lava	-0.5	-0.5	-0.5	0.5	-0.35	0.5
node	grug_decor:capital_bedding	default_dry_grass.png	-	nodebox
box	grug_decor:capital_bedding	-0.5	-0.5	-0.5	0.5	0.5	0.5
node	grug_decor:capital_rail	default_wood.png	-	nodebox
box	grug_decor:capital_rail	-0.08	-0.5	-0.5	0.08	-0.2	0.5
box	grug_decor:capital_rail	-0.08	0.15	-0.5	0.08	0.35	0.5
box	grug_decor:capital_rail	-0.13	-0.5	-0.13	0.13	0.5	0.13
node	grug_decor:capital_loom	default_wood.png|wool_white.png	grug_decor_capital_loom.obj	mesh
box	grug_decor:capital_loom	-0.5	-0.5	-0.15	-0.35	0.5	0.15
box	grug_decor:capital_loom	0.35	-0.5	-0.15	0.5	0.5	0.15
box	grug_decor:capital_loom	-0.5	0.35	-0.15	0.5	0.5	0.15
box	grug_decor:capital_loom	-0.35	-0.2	-0.05	0.35	0.35	0.05
node	grug_decor:capital_cloth	wool_white.png	-	nodebox
box	grug_decor:capital_cloth	-0.45	-0.5	-0.4	0.45	-0.25	0.4
box	grug_decor:capital_cloth	-0.35	-0.25	-0.3	0.35	0	0.3
node	grug_decor:capital_herbs	default_papyrus.png	-	plantlike
box	grug_decor:capital_herbs	-0.4	-0.5	-0.4	0.4	0.4	0.4
node	grug_decor:capital_hides	default_wood.png|grug_mobs_item_light_leather.png	grug_decor_capital_hides.obj	mesh
box	grug_decor:capital_hides	-0.5	-0.5	-0.1	-0.35	0.5	0.1
box	grug_decor:capital_hides	0.35	-0.5	-0.1	0.5	0.5	0.1
box	grug_decor:capital_hides	-0.5	0.35	-0.1	0.5	0.5	0.1
box	grug_decor:capital_hides	-0.35	-0.15	-0.05	0.35	0.35	0.05
node	grug_decor:capital_timber	default_tree.png	-	nodebox
box	grug_decor:capital_timber	-0.5	-0.5	-0.45	0.5	-0.15	-0.05
box	grug_decor:capital_timber	-0.5	-0.5	0.05	0.5	-0.15	0.45
box	grug_decor:capital_timber	-0.5	-0.15	-0.2	0.5	0.2	0.2
node	grug_decor:capital_carving	default_wood.png	-	nodebox
box	grug_decor:capital_carving	-0.5	0.1	-0.5	0.5	0.35	0.5
box	grug_decor:capital_carving	-0.4	-0.5	-0.4	-0.25	0.1	-0.25
box	grug_decor:capital_carving	0.25	-0.5	-0.4	0.4	0.1	-0.25
box	grug_decor:capital_carving	-0.4	-0.5	0.25	-0.25	0.1	0.4
box	grug_decor:capital_carving	0.25	-0.5	0.25	0.4	0.1	0.4
node	grug_decor:capital_case	default_glass.png	-	nodebox
box	grug_decor:capital_case	-0.5	-0.5	-0.5	0.5	0.2	0.5
node	grug_decor:capital_product_alchemist	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(grug_traders_item_potion_healing_weak.png)|wool_white.png^(grug_traders_item_potion_healing_weak.png)	-	nodebox
box	grug_decor:capital_product_alchemist	-0.5	-0.5	-0.12	0.5	0.5	0.12
node	grug_decor:capital_product_armorsmith	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(grug_gear_item_chest_metal_bronze.png)|wool_white.png^(grug_gear_item_chest_metal_bronze.png)	-	nodebox
box	grug_decor:capital_product_armorsmith	-0.5	-0.5	-0.12	0.5	0.5	0.12
node	grug_decor:capital_product_cooking	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(default_clay_lump.png^[colorize:#d8a552:145)|wool_white.png^(default_clay_lump.png^[colorize:#d8a552:145)	-	nodebox
box	grug_decor:capital_product_cooking	-0.5	-0.5	-0.12	0.5	0.5	0.12
node	grug_decor:capital_product_goldsmith	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(default_mese_crystal_fragment.png^[colorize:#4a8bd8:150)|wool_white.png^(default_mese_crystal_fragment.png^[colorize:#4a8bd8:150)	-	nodebox
box	grug_decor:capital_product_goldsmith	-0.5	-0.5	-0.12	0.5	0.5	0.12
node	grug_decor:capital_product_leatherworker	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(grug_gear_item_chest_leather_light.png)|wool_white.png^(grug_gear_item_chest_leather_light.png)	-	nodebox
box	grug_decor:capital_product_leatherworker	-0.5	-0.5	-0.12	0.5	0.5	0.12
node	grug_decor:capital_product_tailor	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(grug_gear_item_chest_cloth_patch.png)|wool_white.png^(grug_gear_item_chest_cloth_patch.png)	-	nodebox
box	grug_decor:capital_product_tailor	-0.5	-0.5	-0.12	0.5	0.5	0.12
