kind	name	count	total	min	max	mean
metric	plan_us	22	5832224	146153	399343	265101.091
metric	writer_us	22	8014586	225272	521200	364299.364
metric	total_us	22	13846810	489673	920543	629400.455
metric	columns	22	140800	6400	6400	6400.000
metric	candidate_cells	22	1078	49	49	49.000
metric	candidates	22	2481	0	472	112.773
metric	r5_runs	22	542056	6400	25790	24638.909
metric	vm_get_emerged_area_us	22	56	1	11	2.545
metric	vm_get_data_us	22	91020	4071	4370	4137.273
metric	vm_get_param2_data_us	22	90311	3848	4730	4105.045
metric	vm_get_light_data_us	22	183595	7660	9254	8345.227
metric	vm_set_data_us	22	159761	6983	7464	7261.864
metric	vm_set_param2_data_us	22	86175	0	7345	3917.045
metric	vm_set_lighting_us	22	4320	134	518	196.364
metric	vm_calc_lighting_us	22	102979	787	7009	4680.864
metric	vm_set_light_data_us	22	155856	6779	7399	7084.364
metric	vm_update_liquids_us	22	21306	917	1095	968.455
writer_result	applied_clq	10	-	-	-	-
writer_result	applied_cplq	12	-	-	-	-
callbacks	all	22	-	-	-	-
