kind	name	count	total	min	max	mean
metric	plan_us	33	7237813	25481	393023	219327.667
metric	writer_us	33	11464896	109189	568331	347421.091
metric	total_us	33	18702709	142824	900203	566748.758
metric	columns	33	211200	6400	6400	6400.000
metric	candidate_cells	33	1617	49	49	49.000
metric	candidates	33	10585	0	1438	320.758
metric	r5_runs	33	663241	6400	25790	20098.212
metric	vm_get_emerged_area_us	33	65	1	9	1.970
metric	vm_get_data_us	33	143370	4070	4650	4344.545
metric	vm_get_param2_data_us	33	142439	4062	4613	4316.333
metric	vm_get_light_data_us	33	287808	8140	9233	8721.455
metric	vm_set_data_us	33	241287	6999	7730	7311.727
metric	vm_set_param2_data_us	33	143927	0	8413	4361.424
metric	vm_set_lighting_us	33	5184	21	309	157.091
metric	vm_calc_lighting_us	33	174973	807	13072	5302.212
metric	vm_set_light_data_us	33	235756	6812	7507	7144.121
metric	vm_update_liquids_us	33	32608	905	1193	988.121
writer_result	applied_clq	13	-	-	-	-
writer_result	applied_cplq	20	-	-	-	-
callbacks	all	33	-	-	-	-
