kind	name	count	total	min	max	mean
metric	plan_us	33	6542833	30151	368505	198267.667
metric	writer_us	33	8302267	83436	409225	251583.848
metric	total_us	33	14845100	269880	654740	449851.515
metric	columns	33	211200	6400	6400	6400.000
metric	candidate_cells	33	1617	49	49	49.000
metric	candidates	33	10585	0	1438	320.758
metric	r5_runs	33	663241	6400	25790	20098.212
metric	vm_get_emerged_area_us	33	114	1	39	3.455
metric	vm_get_data_us	33	135323	3833	4334	4100.697
metric	vm_get_param2_data_us	33	135373	3883	4534	4102.212
metric	vm_get_light_data_us	33	273886	7794	8709	8299.576
metric	vm_set_data_us	33	240096	6950	7739	7275.636
metric	vm_set_param2_data_us	33	143033	0	7636	4334.333
metric	vm_set_lighting_us	33	5046	24	267	152.909
metric	vm_calc_lighting_us	33	224036	802	12733	6788.970
metric	vm_set_light_data_us	33	232915	6747	7542	7058.030
metric	vm_update_liquids_us	33	32541	903	1230	986.091
writer_result	applied_clq	13	-	-	-	-
writer_result	applied_cplq	20	-	-	-	-
callbacks	all	33	-	-	-	-
