capital	run	columns	spread	step	lane_step	junctions	overlaps	junc_spread	junc_step	raised	raise_max	walled	solid	pillars	wet	piers	rails	lamps	lamps_off	queries
highcourt	avenue_south	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	2	1524
highcourt	avenue_north	214	5	1	1	0	0	0	0	25	4	3	3	0	455	0	0	54	4	1524
highcourt	avenue_west	214	3	1	1	0	0	0	0	11	1	0	0	0	303	0	0	54	11	1524
highcourt	avenue_east	214	3	1	1	0	0	0	0	9	1	0	0	0	313	0	0	54	14	1524
highcourt	ring_west	193	3	1	1	0	0	0	0	0	0	0	0	0	437	0	0	50	8	1415
highcourt	ring_east	193	2	1	1	0	0	0	0	0	0	0	0	0	260	0	0	50	8	1415
highcourt	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	8	1415
highcourt	ring_north	193	3	1	1	0	0	0	0	0	0	0	0	0	549	0	0	50	10	1415
highcourt	lane_southeast_spine	187	3	1	1	0	0	0	0	5	1	0	0	0	3	0	0	48	10	1383
highcourt	lane_southeast_cross	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	9	1383
highcourt	lane_northeast_spine	223	2	1	1	0	0	0	0	0	0	0	0	0	23	0	0	56	10	1571
highcourt	lane_northeast_cross	247	3	1	1	0	0	0	0	0	0	0	0	0	195	0	0	62	28	1697
highcourt	lane_northwest_spine	195	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	9	1425
highcourt	lane_northwest_cross	247	2	1	1	0	0	0	0	0	0	0	0	0	273	0	0	62	14	1697
highcourt	lane_southwest_spine	201	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	52	17	1457
dur_brannoc	avenue_south	214	3	1	1	0	0	0	0	120	3	26	26	0	0	0	0	54	19	1524
dur_brannoc	avenue_north	214	3	1	1	0	0	0	0	216	9	168	168	0	0	0	0	54	22	1524
dur_brannoc	avenue_west	214	3	1	1	0	0	0	0	197	11	164	164	0	0	0	0	54	20	1524
dur_brannoc	avenue_east	214	2	1	1	0	0	0	0	244	17	204	204	0	0	0	0	54	22	1524
dur_brannoc	ring_west	193	8	1	1	0	0	0	0	55	2	0	0	0	0	0	0	50	49	1415
dur_brannoc	ring_east	193	8	1	1	0	0	0	0	34	2	0	0	0	0	0	0	50	47	1415
dur_brannoc	ring_south	193	3	1	1	0	0	0	0	228	7	69	69	0	0	0	0	50	20	1415
dur_brannoc	ring_north	193	3	1	1	0	0	0	0	311	16	221	221	0	0	0	0	50	28	1415
dur_brannoc	lane_southeast_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	6	1561
dur_brannoc	lane_southeast_cross	221	5	1	1	0	0	0	0	66	2	0	0	0	0	0	0	56	28	1561
dur_brannoc	lane_northeast_spine	221	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	3	1561
dur_brannoc	lane_northeast_cross	221	8	1	1	0	0	0	0	102	2	0	0	0	0	0	0	56	35	1561
dur_brannoc	lane_northwest_spine	221	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	9	1561
