capital	run	columns	spread	step	lane_step	junctions	overlaps	junc_spread	junc_step	raised	raise_max	walled	solid	pillars	wet	piers	rails	lamps	lamps_off	queries
highcourt	avenue_south	214	1	1	1	0	0	0	0	5	1	0	0	0	0	0	0	54	0	1524
highcourt	avenue_north	214	5	1	1	0	0	0	0	137	7	40	40	0	455	0	0	54	7	1524
highcourt	avenue_west	214	4	1	1	0	0	0	0	122	5	34	34	0	303	0	0	54	11	1524
highcourt	avenue_east	214	4	1	1	0	0	0	0	176	8	124	124	0	313	0	0	54	15	1524
highcourt	ring_west	193	6	1	1	0	0	0	0	37	2	0	0	0	437	0	0	50	14	1415
highcourt	ring_east	193	4	1	1	0	0	0	0	71	4	32	32	0	260	0	0	50	17	1415
highcourt	ring_south	193	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	3	1415
highcourt	ring_north	193	4	1	1	0	0	0	0	169	5	85	85	0	549	0	0	50	10	1415
highcourt	lane_southeast_spine	187	4	1	1	0	0	0	0	70	6	40	40	0	3	0	0	48	6	1383
highcourt	lane_southeast_cross	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	8	1383
highcourt	lane_northeast_spine	223	4	1	1	0	0	0	0	92	6	59	59	0	23	0	0	56	16	1571
highcourt	lane_northeast_cross	247	4	1	1	0	0	0	0	23	2	0	0	0	195	0	0	62	25	1697
highcourt	lane_northwest_spine	195	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	8	1425
highcourt	lane_northwest_cross	247	3	1	1	0	0	0	0	97	9	73	73	0	273	0	0	62	19	1697
highcourt	lane_southwest_spine	201	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	52	13	1457
dur_brannoc	avenue_south	214	3	1	1	0	0	0	0	10	2	0	0	0	0	0	0	54	23	1524
dur_brannoc	avenue_north	214	3	1	1	0	0	0	0	3	2	0	0	0	0	0	0	54	26	1524
dur_brannoc	avenue_west	214	2	1	1	0	0	0	0	131	2	0	0	0	0	0	0	54	11	1524
dur_brannoc	avenue_east	214	2	1	1	0	0	0	0	163	5	110	110	0	0	0	0	54	15	1524
dur_brannoc	ring_west	193	5	1	1	0	0	0	0	3	1	0	0	0	0	0	0	50	46	1415
dur_brannoc	ring_east	193	5	1	1	0	0	0	0	7	1	0	0	0	0	0	0	50	49	1415
dur_brannoc	ring_south	193	2	1	1	0	0	0	0	97	2	0	0	0	0	0	0	50	20	1415
dur_brannoc	ring_north	193	2	1	1	0	0	0	0	92	2	0	0	0	0	0	0	50	17	1415
dur_brannoc	lane_southeast_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	14	1561
dur_brannoc	lane_southeast_cross	221	5	1	1	0	0	0	0	52	2	0	0	0	0	0	0	56	26	1561
dur_brannoc	lane_northeast_spine	221	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	18	1561
dur_brannoc	lane_northeast_cross	221	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	31	1561
dur_brannoc	lane_northwest_spine	221	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	11	1561
dur_brannoc	lane_northwest_cross	221	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	29	1561
dur_brannoc	lane_southwest_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	19	1561
dur_brannoc	lane_southwest_cross	221	6	1	1	0	0	0	0	27	2	0	0	0	0	0	0	56	36	1561
gor_drazhak	avenue_south	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	6	1524
gor_drazhak	avenue_north	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	0	1524
gor_drazhak	avenue_west	214	2	1	1	0	0	0	0	6	2	0	0	0	0	0	0	54	12	1524
gor_drazhak	avenue_east	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	3	1524
gor_drazhak	ring_west	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	8	1415
gor_drazhak	ring_east	193	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	5	1415
gor_drazhak	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	8	1415
gor_drazhak	ring_north	193	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	5	1415
gor_drazhak	lane_spine_southeast	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	19	1383
gor_drazhak	lane_cross_southeast	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	10	1383
gor_drazhak	lane_spine_northeast	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	22	1383
gor_drazhak	lane_cross_northeast	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	10	1383
gor_drazhak	lane_spine_northwest	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	15	1383
gor_drazhak	lane_cross_northwest	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	14	1383
gor_drazhak	lane_spine_southwest	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	13	1383
gor_drazhak	lane_cross_southwest	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	20	1383
lethariel	avenue_south	214	2	1	1	0	0	0	0	20	2	0	0	0	0	0	0	54	10	1524
lethariel	avenue_north	240	2	1	1	0	0	0	0	788	6	83	77	6	675	0	0	33	9	1660
lethariel	avenue_west	214	2	1	1	0	0	0	0	10	2	0	0	0	0	0	0	54	11	1524
lethariel	avenue_east	214	4	1	1	0	0	0	0	478	5	21	21	0	368	0	0	39	12	1524
lethariel	ring_west	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	13	1415
lethariel	ring_east	193	4	1	1	0	0	0	0	313	5	6	6	0	301	0	0	38	16	1415
lethariel	ring_south	193	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	5	1415
lethariel	ring_north	193	3	1	1	0	0	0	0	658	4	17	17	0	611	0	0	26	16	1415
lethariel	lane_southeast_spine	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	23	1403
lethariel	lane_southeast_cross	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	2	1403
lethariel	lane_northeast_shore	233	8	1	3	0	0	0	0	528	3	2	0	2	445	0	0	42	22	1625
lethariel	lane_northwest_spine	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	11	1403
lethariel	lane_northwest_cross	191	2	1	1	0	0	0	0	176	4	19	19	0	128	0	0	43	29	1403
lethariel	lane_southwest_spine	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	9	1403
lethariel	lane_southwest_cross	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	6	1403
kezamba	avenue_south	209	2	1	1	0	0	0	0	351	17	329	329	0	0	0	0	54	25	1499
kezamba	avenue_north	209	2	1	1	0	0	0	0	338	21	302	302	0	467	0	0	54	19	1499
kezamba	avenue_west	209	2	1	1	0	0	0	0	165	14	134	134	0	0	0	0	54	15	1499
