capital	run	columns	spread	step	lane_step	junctions	overlaps	junc_spread	junc_step	raised	raise_max	walled	solid	pillars	wet	piers	rails	lamps	lamps_off	queries
highcourt	avenue_south	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	2	1524
highcourt	avenue_north	214	3	1	1	0	0	0	0	25	2	0	0	0	455	0	0	54	6	1524
highcourt	avenue_west	214	2	1	1	0	0	0	0	10	1	0	0	0	303	0	0	54	9	1524
highcourt	avenue_east	214	2	1	1	0	0	0	0	10	1	0	0	0	313	0	0	54	6	1524
highcourt	ring_west	193	2	1	1	0	0	0	0	10	1	0	0	0	437	0	0	50	8	1415
highcourt	ring_east	193	2	1	1	0	0	0	0	5	1	0	0	0	260	0	0	50	5	1415
highcourt	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	6	1415
highcourt	ring_north	193	2	1	1	0	0	0	0	15	1	0	0	0	549	0	0	50	8	1415
highcourt	lane_southeast_spine	187	2	1	1	0	0	0	0	2	1	0	0	0	3	0	0	48	11	1383
highcourt	lane_southeast_cross	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	11	1383
highcourt	lane_northeast_spine	223	2	1	1	0	0	0	0	5	1	0	0	0	23	0	0	56	10	1571
highcourt	lane_northeast_cross	247	3	1	1	0	0	0	0	7	1	0	0	0	195	0	0	62	12	1697
highcourt	lane_northwest_spine	195	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	8	1425
highcourt	lane_northwest_cross	247	2	1	1	0	0	0	0	5	1	0	0	0	273	0	0	62	18	1697
highcourt	lane_southwest_spine	201	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	52	13	1457
dur_brannoc	avenue_south	214	2	1	1	0	0	0	0	289	16	252	252	0	0	0	0	54	23	1524
dur_brannoc	avenue_north	214	2	1	1	0	0	0	0	165	6	112	112	0	0	0	0	54	20	1524
dur_brannoc	avenue_west	214	2	1	1	0	0	0	0	260	18	235	235	0	0	0	0	54	18	1524
dur_brannoc	avenue_east	214	2	1	1	0	0	0	0	248	14	190	190	0	0	0	0	54	16	1524
dur_brannoc	ring_west	193	8	1	1	0	0	0	0	51	2	0	0	0	0	0	0	50	49	1415
dur_brannoc	ring_east	193	6	1	1	0	0	0	0	4	1	0	0	0	0	0	0	50	49	1415
dur_brannoc	ring_south	193	2	1	1	0	0	0	0	276	18	211	211	0	0	0	0	50	28	1415
dur_brannoc	ring_north	193	2	1	1	0	0	0	0	231	13	108	108	0	0	0	0	50	18	1415
dur_brannoc	lane_southeast_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	13	1561
dur_brannoc	lane_southeast_cross	221	7	1	1	0	0	0	0	192	8	117	117	0	0	0	0	56	32	1561
dur_brannoc	lane_northeast_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	10	1561
dur_brannoc	lane_northeast_cross	221	5	1	1	0	0	0	0	71	2	0	0	0	0	0	0	56	38	1561
dur_brannoc	lane_northwest_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	19	1561
dur_brannoc	lane_northwest_cross	221	6	1	1	0	0	0	0	65	2	0	0	0	0	0	0	56	27	1561
dur_brannoc	lane_southwest_spine	221	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	5	1561
dur_brannoc	lane_southwest_cross	221	7	1	1	0	0	0	0	262	7	186	186	0	0	0	0	56	24	1561
gor_drazhak	avenue_south	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	0	1524
gor_drazhak	avenue_north	214	1	1	1	0	0	0	0	10	1	0	0	0	0	0	0	54	2	1524
