capital	run	columns	spread	step	lane_step	junctions	overlaps	junc_spread	junc_step	raised	raise_max	walled	solid	pillars	wet	piers	rails	lamps	lamps_off	queries
highcourt	avenue_south	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	1	1524
highcourt	avenue_north	214	3	1	1	0	0	0	0	10	1	0	0	0	455	0	0	54	6	1524
highcourt	avenue_west	214	2	1	1	0	0	0	0	10	1	0	0	0	303	0	0	54	8	1524
highcourt	avenue_east	214	3	1	1	0	0	0	0	13	1	0	0	0	313	0	0	54	7	1524
highcourt	ring_west	193	2	1	1	0	0	0	0	10	1	0	0	0	437	0	0	50	10	1415
highcourt	ring_east	193	2	1	1	0	0	0	0	5	1	0	0	0	260	0	0	50	12	1415
highcourt	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	6	1415
highcourt	ring_north	193	2	1	1	0	0	0	0	15	1	0	0	0	549	0	0	50	8	1415
highcourt	lane_southeast_spine	187	3	1	1	0	0	0	0	2	1	0	0	0	3	0	0	48	20	1383
highcourt	lane_southeast_cross	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	7	1383
highcourt	lane_northeast_spine	223	4	1	1	0	0	0	0	8	1	0	0	0	23	0	0	56	16	1571
highcourt	lane_northeast_cross	247	2	1	1	0	0	0	0	5	1	0	0	0	195	0	0	62	20	1697
highcourt	lane_northwest_spine	195	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	13	1425
highcourt	lane_northwest_cross	247	3	1	1	0	0	0	0	45	2	0	0	0	273	0	0	62	14	1697
highcourt	lane_southwest_spine	201	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	52	16	1457
dur_brannoc	avenue_south	214	2	1	1	0	0	0	0	18	1	0	0	0	0	0	0	54	19	1524
dur_brannoc	avenue_north	214	2	1	1	0	0	0	0	188	5	108	108	0	0	0	0	54	17	1524
dur_brannoc	avenue_west	214	2	1	1	0	0	0	0	8	1	0	0	0	0	0	0	54	19	1524
dur_brannoc	avenue_east	214	2	1	1	0	0	0	0	15	2	0	0	0	0	0	0	54	16	1524
dur_brannoc	ring_west	193	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	43	1415
dur_brannoc	ring_east	193	6	1	1	0	0	0	0	11	1	0	0	0	0	0	0	50	43	1415
dur_brannoc	ring_south	193	2	1	1	0	0	0	0	100	7	64	64	0	0	0	0	50	18	1415
dur_brannoc	ring_north	193	3	1	1	0	0	0	0	108	4	44	44	0	0	0	0	50	17	1415
dur_brannoc	lane_southeast_spine	221	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	4	1561
dur_brannoc	lane_southeast_cross	221	5	1	1	0	0	0	0	38	2	0	0	0	0	0	0	56	20	1561
dur_brannoc	lane_northeast_spine	221	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	10	1561
dur_brannoc	lane_northeast_cross	221	6	1	1	0	0	0	0	17	1	0	0	0	0	0	0	56	35	1561
dur_brannoc	lane_northwest_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	15	1561
dur_brannoc	lane_northwest_cross	221	5	1	1	0	0	0	0	20	1	0	0	0	0	0	0	56	28	1561
dur_brannoc	lane_southwest_spine	221	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	56	14	1561
dur_brannoc	lane_southwest_cross	221	5	1	1	0	0	0	0	14	1	0	0	0	0	0	0	56	23	1561
gor_drazhak	avenue_south	214	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	0	1524
gor_drazhak	avenue_north	214	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	0	1524
gor_drazhak	avenue_west	214	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	54	9	1524
gor_drazhak	avenue_east	214	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	54	18	1524
gor_drazhak	ring_west	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	10	1415
gor_drazhak	ring_east	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	12	1415
gor_drazhak	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	17	1415
gor_drazhak	ring_north	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	7	1415
gor_drazhak	lane_spine_southeast	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	19	1383
gor_drazhak	lane_cross_southeast	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	20	1383
gor_drazhak	lane_spine_northeast	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	12	1383
gor_drazhak	lane_cross_northeast	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	16	1383
gor_drazhak	lane_spine_northwest	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	16	1383
gor_drazhak	lane_cross_northwest	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	18	1383
gor_drazhak	lane_spine_southwest	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	17	1383
gor_drazhak	lane_cross_southwest	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	14	1383
lethariel	avenue_south	214	2	1	1	0	0	0	0	7	1	0	0	0	0	0	0	54	11	1524
lethariel	avenue_north	240	2	1	1	0	0	0	0	737	18	105	29	76	675	0	0	33	10	1660
lethariel	avenue_west	214	2	1	1	0	0	0	0	9	2	0	0	0	0	0	0	54	10	1524
lethariel	avenue_east	214	3	1	1	0	0	0	0	399	2	0	0	0	368	0	0	39	11	1524
lethariel	ring_west	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	8	1415
lethariel	ring_east	193	2	1	1	0	0	0	0	335	4	6	6	0	301	0	0	38	15	1415
lethariel	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	11	1415
lethariel	ring_north	193	2	1	1	0	0	0	0	618	2	0	0	0	611	0	0	26	5	1415
lethariel	lane_southeast_spine	191	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	23	1403
lethariel	lane_southeast_cross	191	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	6	1403
lethariel	lane_northeast_shore	233	5	1	2	0	0	0	0	508	3	1	0	1	445	0	0	42	23	1625
lethariel	lane_northwest_spine	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	8	1403
lethariel	lane_northwest_cross	191	2	1	1	0	0	0	0	137	2	0	0	0	128	0	0	43	13	1403
lethariel	lane_southwest_spine	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	5	1403
lethariel	lane_southwest_cross	191	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	5	1403
kezamba	avenue_south	209	2	1	1	0	0	0	0	283	15	224	224	0	0	0	0	54	21	1499
kezamba	avenue_north	209	2	1	1	0	0	0	0	306	17	269	269	0	467	0	0	54	18	1499
kezamba	avenue_west	209	2	1	1	0	0	0	0	116	11	55	55	0	0	0	0	54	12	1499
kezamba	avenue_east	209	5	1	1	0	0	0	0	101	8	66	66	0	499	0	0	54	11	1499
kezamba	ring_west	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	1415
kezamba	ring_east	193	3	1	1	0	0	0	0	153	21	132	132	0	530	0	0	50	17	1415
kezamba	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	13	1415
kezamba	ring_north	193	1	1	1	0	0	0	0	130	20	115	115	0	640	0	0	50	6	1415
nhal_veyr	avenue_south	214	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	54	18	1524
nhal_veyr	avenue_north	214	2	1	1	0	0	0	0	33	4	20	20	0	0	0	0	54	9	1524
nhal_veyr	avenue_west	214	2	1	1	0	0	0	0	3	1	0	0	0	0	0	0	54	6	1524
nhal_veyr	avenue_east	214	2	1	1	0	0	0	0	7	2	0	0	0	0	0	0	54	6	1524
nhal_veyr	ring_west	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	9	1415
nhal_veyr	ring_east	193	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	26	1415
nhal_veyr	ring_south	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	9	1415
nhal_veyr	ring_north	193	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	6	1415
nhal_veyr	lane_southeast_spine	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	3	1383
nhal_veyr	lane_southeast_cross	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	21	1383
nhal_veyr	lane_northeast_spine	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	12	1383
nhal_veyr	lane_northeast_cross	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	5	1383
nhal_veyr	lane_northwest_spine	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	16	1383
nhal_veyr	lane_northwest_cross	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	8	1383
nhal_veyr	lane_southwest_spine	187	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	14	1383
nhal_veyr	lane_southwest_cross	187	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	48	13	1383
